account_name,category,fb_en,tw_en,ig_en,yt_en,fb_fan,tw_fan,ig_fan,yt_fan,fb_count,tw_count,ig_count,yt_count,tot_en,tot_fan,tot_count,tier
gynegene,Influencer,0,3621,131307,8558,0.0,13217.0,90856.0,100000.0,0,19,77,4,143486,204073.0,100,Macro
วาเลนไทน์ Vvalentines,Influencer,0,0,329709,7339,0.0,0.0,122593.0,137000.0,0,0,84,14,337048,259593.0,98,Macro
พยูนบูด,Food,0,303874,232,0,0.0,29467.0,2866.0,0.0,0,467,4,0,304106,32333.0,471,Micro
หญิงชรา กะ หมาน้อย,Food,1761814,0,0,0,245035.0,0.0,0.0,0.0,366,0,0,0,1761814,245035.0,366,Macro
janyonce,Food,0,0,123058,0,0.0,0.0,18168.0,0.0,0,0,285,0,123058,18168.0,285,Micro
Let's Eat Thailand กิน/เที่ยว/ที่เดียวครบ,Food,13395,0,134,863,90407.0,0.0,1430.0,7170.0,1040,0,10,24,14392,99007.0,1074,Macro
ไชโย โอป้า,Food,51286,0,0,0,142985.0,0.0,0.0,0.0,63,0,0,0,51286,142985.0,63,Macro
papeega Channel,Food,0,0,0,2390,0.0,0.0,0.0,5910.0,0,0,0,15,2390,5910.0,15,Nano
ITAN - แทนไร้เทียมทาน,Food,4858,0,41005,0,18127.0,0.0,113666.0,0.0,39,0,57,0,45863,131793.0,96,Macro
I proong ไอ้ปรุง,Food,0,0,0,3518,0.0,0.0,0.0,46100.0,0,0,0,9,3518,46100.0,9,Micro
อ้วน,Food,2238549,0,0,0,1759805.0,0.0,0.0,0.0,3701,0,0,0,2238549,1759805.0,3701,Mega
laila chill chill,Food,0,0,0,382,0.0,0.0,0.0,2770.0,0,0,0,8,382,2770.0,8,Nano
ครัวมนุษย์ป้า คุณป้า ปอมปอม,Food,79567,0,0,2591,104621.0,0.0,0.0,141000.0,92,0,0,65,82158,245621.0,157,Macro
GZR Gozziira,Food,14236,0,0,136290,15684.0,0.0,0.0,838000.0,78,0,0,16,150526,853684.0,94,Macro
Marefood,Food,5063,0,187712,0,138633.0,0.0,90990.0,0.0,156,0,117,0,192775,229623.0,273,Macro
Wongnai Cooking,Food,3214237,0,0,0,2858656.0,0.0,0.0,0.0,2843,0,0,0,3214237,2858656.0,2843,Mega
PHOLFOODMAFIA,Food,0,0,66416,19510,0.0,0.0,96962.0,481000.0,0,0,115,213,85926,577962.0,328,Macro
สร้างสรรค์เมนูไข่,Food,0,0,3211,0,0.0,0.0,18283.0,0.0,0,0,36,0,3211,18283.0,36,Micro
Maeban,Food,0,0,71862,0,0.0,0.0,156407.0,0.0,0,0,99,0,71862,156407.0,99,Macro
Apiinz Channel,Food,0,0,0,409,0.0,0.0,0.0,2910.0,0,0,0,5,409,2910.0,5,Nano
มนุษย์ต่างวัย,Food,466909,0,0,2743,216731.0,0.0,0.0,16900.0,83,0,0,29,469652,233631.0,112,Macro
OpenRice Thailand,Food,1448,0,0,0,829898.0,0.0,0.0,0.0,58,0,0,0,1448,829898.0,58,Macro
BORN TO BEER,Food,0,0,0,14142,0.0,0.0,0.0,82700.0,0,0,0,13,14142,82700.0,13,Micro
Cony Cry,Food,0,0,0,33409,0.0,0.0,0.0,147000.0,0,0,0,12,33409,147000.0,12,Macro
ศุภชัย เสมอมิตร โหน่งโชว์2,Food,0,0,0,229646,0.0,0.0,0.0,833000.0,0,0,0,152,229646,833000.0,152,Macro
สูงวัย,Food,4109,0,0,0,12697.0,0.0,0.0,0.0,100,0,0,0,4109,12697.0,100,Micro
หม่อมถนัดแดก,Food,6203193,0,0,1047508,1271692.0,0.0,0.0,3390000.0,753,0,0,28,7250701,4661692.0,781,Mega
Jessiescape,Food,9078,0,0,29001,21813.0,0.0,0.0,274000.0,18,0,0,9,38079,295813.0,27,Macro
แดก,Food,535102,0,0,0,1080338.0,0.0,0.0,0.0,1497,0,0,0,535102,1080338.0,1497,Mega
Aumfooddiary,Food,845,0,91885,36,611.0,0.0,176629.0,544.0,401,0,182,31,92766,177784.0,614,Macro
กินได้อร่อยด้วย,Food,3458922,0,0,305091,303083.0,0.0,0.0,1510000.0,113,0,0,58,3764013,1813083.0,171,Mega
Icedessertdiary,Food,1173,0,318729,0,35700.0,0.0,239603.0,0.0,262,0,123,0,319902,275303.0,385,Macro
Ginyuudai - กินอยู่ได้,Food,0,0,615002,0,0.0,0.0,334594.0,0.0,0,0,181,0,615002,334594.0,181,Macro
หิวมั้ย,Food,48,0,0,0,1126.0,0.0,0.0,0.0,7,0,0,0,48,1126.0,7,Nano
The Charapaabs,Food,51,0,0,0,5864.0,0.0,0.0,0.0,1,0,0,0,51,5864.0,1,Nano
หนูนาสวีเดน แฟนเฟจ Noona Sweden,Food,0,0,0,0,0.0,0.0,0.0,544000.0,0,0,0,104,0,544000.0,104,Macro
ไทยสุรินทร์ กินแซบๆ,Food,0,0,0,3377,0.0,0.0,0.0,47900.0,0,0,0,43,3377,47900.0,43,Micro
Sweetlists,Food,231166,0,51390,0,157918.0,171.0,227291.0,0.0,338,2,56,0,282556,385380.0,396,Macro
ไปกินข้าว Paikinkao,Food,1144,0,151,0,122220.0,0.0,496.0,0.0,141,0,19,0,1295,122716.0,160,Macro
Bim กินแหลกล้างโลก,Food,16027,0,19825,0,7199.0,0.0,4035.0,0.0,90,0,51,0,35852,11234.0,141,Micro
korean everyday - เกาหลีวันละนิดจิตแจ่มใส,Food,79413,0,1339,0,54009.0,0.0,2026.0,0.0,375,0,25,0,80752,56035.0,400,Micro
Madame Tuang,Food,0,0,38025,0,0.0,0.0,22441.0,0.0,0,0,179,0,38025,22441.0,179,Micro
TomJoke Foodtv,Food,0,0,102,0,0.0,0.0,445.0,0.0,0,0,15,0,102,445.0,15,End-user
ทําเอง กินเอง Byแม่Milko_o,Food,0,0,0,541923,0.0,0.0,0.0,603000.0,0,0,0,39,541923,603000.0,39,Macro
Sunny Channel,Food,0,0,0,194,0.0,0.0,0.0,29500.0,0,0,0,25,194,29500.0,25,Micro
เพื่อนคนไทยวัยเกษียณ,Food,0,0,0,0,116.0,0.0,0.0,0.0,6,0,0,0,0,116.0,6,End-user
C A F E i S M,Food,2256,0,0,0,22615.0,0.0,0.0,0.0,57,0,0,0,2256,22615.0,57,Micro
อร่อยนัวร์ [Aroy N],Food,0,0,0,199653,0.0,0.0,0.0,179000.0,0,0,0,54,199653,179000.0,54,Macro
yingworldfood,Food,0,0,316290,0,0.0,0.0,297987.0,0.0,0,0,256,0,316290,297987.0,256,Macro
ตุ้ยลุยครัว,Food,0,0,32221,0,0.0,0.0,351672.0,0.0,0,0,13,0,32221,351672.0,13,Macro
Starving Time,Food,0,17473,277019,35446,0.0,72665.0,1490666.0,329000.0,0,201,231,66,329938,1892331.0,498,Mega
Ploy Style,Food,13,0,0,0,246.0,0.0,0.0,0.0,5,0,0,0,13,246.0,5,End-user
กินตามโปร,Food,94938,0,29,0,339304.0,0.0,1197.0,0.0,1249,0,1,0,94967,340501.0,1250,Macro
เชฟนุ่น So Sweet By ChefNuN,Food,0,0,564,0,0.0,0.0,11022.0,0.0,0,0,2,0,564,11022.0,2,Micro
Kia Zaab,Food,0,0,1954,81851,0.0,0.0,6352.0,434000.0,0,0,4,28,83805,440352.0,32,Macro
ครัวแล้วแต่เอ๋จ้าา,Food,471774,0,0,1909,1370384.0,0.0,0.0,110000.0,71,0,0,36,473683,1480384.0,107,Mega
ตี๋อ้วนชวนหิว,Food,75396,0,10612,6072,143128.0,0.0,8404.0,61600.0,634,0,99,53,92080,213132.0,786,Macro
Japaikin จะไปกิน,Food,439,9886,24,0,77227.0,95676.0,1556.0,0.0,27,45,1,0,10349,174459.0,73,Macro
ชีวิตติดรีวิว,Food,8555130,0,72427,41202,3607433.0,0.0,532032.0,277000.0,2361,0,118,236,8668759,4416465.0,2715,Mega
Cafe Story : รีวิวคาเฟ่ ทุกวัน,Food,1592317,60044,278232,0,1345546.0,1378913.0,145187.0,0.0,3138,109,114,0,1930593,2869646.0,3361,Mega
ล้างตู้เย็น,Food,124872,0,0,0,1288630.0,0.0,0.0,0.0,229,0,0,0,124872,1288630.0,229,Mega
EAT Matters : by หมอตั้ม,Food,23158,0,0,0,82652.0,0.0,0.0,0.0,49,0,0,0,23158,82652.0,49,Macro
FOOD BLOG BKK,Food,190025,0,523312,0,528745.0,0.0,165040.0,0.0,493,0,318,0,713337,693785.0,811,Macro
น้าอ้วนชวนหิว by Wongnai,Food,305214,379,975,0,544653.0,33593.0,126024.0,0.0,897,32,4,0,306568,704270.0,933,Macro
KP ตะลอนแหลก,Food,2790614,57125,106408,6028,1074750.0,2196.0,50801.0,6380.0,3778,80,89,51,2960175,1134127.0,3998,Mega
KRUA.CO by sangdad,Food,115881,0,10907,38719,442475.0,0.0,19766.0,414000.0,1023,0,87,88,165507,876241.0,1198,Macro
mine สะใภ้ตุรกี,Food,0,0,0,136806,0.0,0.0,0.0,96300.0,0,0,0,97,136806,96300.0,97,Micro
กับข้าวกับปลาโอ Plaocooking,Food,17874696,0,6390,385901,6429424.0,0.0,2619.0,1650000.0,185,0,19,73,18266987,8082043.0,277,Mega
Lullafoods,Food,5263,0,109,0,58354.0,0.0,2389.0,0.0,234,0,6,0,5372,60743.0,240,Micro
Eat Here,Food,978501,0,579995,0,508852.0,0.0,299603.0,0.0,3804,0,262,0,1558496,808455.0,4066,Macro
Eat Lek Lek,Food,5508,0,319126,0,19099.0,0.0,178615.0,0.0,149,0,142,0,324634,197714.0,291,Macro
พาทำ พาทาน,Food,1106359,0,0,35,2589656.0,0.0,0.0,4190.0,348,0,0,1,1106394,2593846.0,349,Mega
ST Cooking,Food,247959,0,0,0,1642390.0,0.0,0.0,0.0,518,0,0,0,247959,1642390.0,518,Mega
MyQuest,Food,0,0,0,124565,0.0,0.0,0.0,154000.0,0,0,0,26,124565,154000.0,26,Macro
ตายายสอนหลาน,Food,106981,0,0,174,250403.0,0.0,0.0,2630.0,52,0,0,1,107155,253033.0,53,Macro
กินไปเหอะ,Food,1834067,0,6825,0,396335.0,0.0,11543.0,0.0,1057,0,27,0,1840892,407878.0,1084,Macro
KLANG KITCHEN,Food,0,0,0,144,0.0,0.0,0.0,1950.0,0,0,0,8,144,1950.0,8,Nano
Mawinfinferrr,Food,4778190,0,2431843,49220,920028.0,0.0,486809.0,353000.0,178,0,199,48,7259253,1759837.0,425,Mega
finfincooking,Food,0,0,390522,174,0.0,0.0,698558.0,11000.0,0,0,75,7,390696,709558.0,82,Macro
MENUZAPZAP,Food,0,0,0,1418,0.0,0.0,0.0,501.0,0,0,0,50,1418,501.0,50,End-user
Sek Food&DIY Sek Food&DIY,Food,0,0,0,9677,0.0,0.0,0.0,144000.0,0,0,0,57,9677,144000.0,57,Macro
aimmafiaz,Food,0,0,284599,0,0.0,0.0,439927.0,0.0,0,0,142,0,284599,439927.0,142,Macro
Chef Gai Thanunya,Food,7404,0,0,0,115144.0,0.0,0.0,0.0,9,0,0,0,7404,115144.0,9,Macro
เข้าครัวกัน Chanel,Food,183,0,0,2083,727.0,0.0,0.0,1030.0,12,0,0,7,2266,1757.0,19,Nano
Chef Nan - เชฟน่าน,Food,61800,0,0,0,144913.0,0.0,0.0,0.0,95,0,0,0,61800,144913.0,95,Macro
PPgallery,Food,0,0,223399,109,0.0,0.0,473356.0,5310.0,0,0,80,2,223508,478666.0,82,Macro
พรุ่งนี้ค่อยลด,Food,311393,0,509,0,97533.0,0.0,949.0,0.0,1100,0,12,0,311902,98482.0,1112,Macro
Poiluang Cooking,Food,1810,0,0,0,6446.0,0.0,0.0,0.0,70,0,0,0,1810,6446.0,70,Nano
Eatoutbkk,Food,1694,0,95252,0,110052.0,0.0,426074.0,0.0,424,0,89,0,96946,536126.0,513,Macro
ศุภชัย เสมอมิตร โหน่งโชว์,Food,2094719,0,0,229646,1944860.0,0.0,0.0,833000.0,127,0,0,152,2324365,2777860.0,279,Mega
VIPS Station,Food,462732,0,0,329004,138115.0,0.0,0.0,929000.0,114,0,0,41,791736,1067115.0,155,Mega
Latdawan Channel,Food,10,0,0,578,151.0,0.0,0.0,9360.0,5,0,0,19,588,9511.0,24,Nano
SAN CE,Food,0,0,0,466854,0.0,0.0,0.0,384000.0,0,0,0,48,466854,384000.0,48,Macro
Pam Studio,Food,0,0,40,0,0.0,0.0,480.0,0.0,0,0,1,0,40,480.0,1,End-user
Eat Like 852 - ตะลุยกิน เที่ยวฮ่องกง โดยคนไทยในฮ่องกง,Food,211762,0,6321,0,191752.0,0.0,26410.0,0.0,667,0,16,0,218083,218162.0,683,Macro
Ms Happy Diet - The Healthy Foodie,Food,4512,0,18106,0,23344.0,0.0,48679.0,0.0,199,0,116,0,22618,72023.0,315,Micro
FoodTravelTVChannel,Food,0,0,0,2199,0.0,0.0,0.0,2340000.0,0,0,0,12,2199,2340000.0,12,Mega
Kinjubkinjib - กินจุ๊บกินจิ๊บ,Food,3431,20808,171450,0,17502.0,67258.0,121879.0,0.0,527,93,148,0,195689,206639.0,768,Macro
ถนัดชิม,Food,496944,0,58197,0,478751.0,0.0,74395.0,0.0,1988,0,101,0,555141,553146.0,2089,Macro
กินแก้มตุ่ย ตะลุยเที่ยว,Food,10578,0,311,54,539963.0,0.0,96567.0,3710.0,349,0,21,6,10943,640240.0,376,Macro
กินข้าวกัน,Food,2037791,0,82307,21,2999264.0,0.0,212628.0,11200.0,258,0,67,2,2120119,3223092.0,327,Mega
Foodoclock Eat Around Theclock,Food,0,0,59013,0,0.0,0.0,484221.0,0.0,0,0,90,0,59013,484221.0,90,Macro
ตัวคนเดียวก็เที่ยวได้,Travel,19896,0,0,0,125561.0,0.0,0.0,0.0,195,0,0,0,19896,125561.0,195,Macro
HappyNancy,Travel,189328,0,171062,181,217273.0,0.0,63289.0,2740.0,505,0,113,4,360571,283302.0,622,Macro
widsawaphatiew,Travel,0,0,73126,814,0.0,0.0,42562.0,915.0,0,0,38,14,73940,43477.0,52,Micro
เที่ยวเอง,Travel,153476,0,12161,0,385415.0,0.0,15602.0,0.0,631,0,53,0,165637,401017.0,684,Macro
TripTH ทริปไทยแลนด์,Travel,8545026,0,57006,1138,3353083.0,0.0,79177.0,1410.0,3640,0,133,57,8603170,3433670.0,3830,Mega
Bestie Wanderer - คู่ซี้ตะลอนโลก,Travel,253337,0,0,4808,165921.0,0.0,0.0,18000.0,977,0,0,36,258145,183921.0,1013,Macro
TELEPORT,Travel,20,0,0,0,70007.0,0.0,0.0,0.0,1,0,0,0,20,70007.0,1,Micro
เที่ยวเก่ง,Travel,1650,0,0,0,388944.0,0.0,0.0,0.0,17,0,0,0,1650,388944.0,17,Macro
เที่ยวทั่วไทย ไปไหนดี,Travel,568728,0,0,0,1147286.0,0.0,0.0,0.0,1013,0,0,0,568728,1147286.0,1013,Mega
