account_name,category,fb_en,tw_en,ig_en,yt_en,fb_fan,tw_fan,ig_fan,yt_fan,fb_count,tw_count,ig_count,yt_count,tot_en,tot_fan,tot_count,tier
TELEPORT,Travel,830,0,0,0,70007.0,0.0,0.0,0.0,43,0,0,0,830,70007.0,43,Micro
เที่ยวเก่ง,Travel,718,0,0,0,388944.0,0.0,0.0,0.0,5,0,0,0,718,388944.0,5,Macro
เที่ยวทั่วไทย ไปไหนดี,Travel,383686,0,0,0,1110926.0,0.0,0.0,0.0,1649,0,0,0,383686,1110926.0,1649,Mega
Travel Planet Xperiences,Travel,19,0,0,0,35880.0,0.0,0.0,0.0,7,0,0,0,19,35880.0,7,Micro
แบกกล้องเที่ยว,Travel,554969,0,2252,0,1802407.0,0.0,4080.0,0.0,1299,0,9,0,557221,1806487.0,1308,Mega
EDTguide,Travel,0,1474,8195,40,0.0,642447.0,89318.0,14300.0,0,48,59,7,9709,746065.0,114,Macro
เที่ยวให้ยับ : Crazy Journeys,Travel,40352,0,0,16,114350.0,0.0,0.0,71.0,1571,0,0,2,40368,114421.0,1573,Macro
ไปเที่ยวกัน GoThaitogether,Travel,14571,0,376,14,813042.0,5851.0,7247.0,143.0,385,2,16,6,14961,826283.0,409,Macro
โสดแล้วไปไหนก็ได้,Travel,40496,0,11904,0,262973.0,0.0,7992.0,0.0,143,0,80,0,52400,270965.0,223,Macro
คนหลงทาง,Travel,0,0,1184,0,0.0,0.0,19202.0,0.0,0,0,1,0,1184,19202.0,1,Micro
Coundsheck's journey.,Travel,12411,0,33450,0,128274.0,0.0,21157.0,0.0,208,0,23,0,45861,149431.0,231,Macro
merritze,Travel,0,0,624,0,0.0,0.0,16132.0,0.0,0,0,2,0,624,16132.0,2,Micro
ลุงหมอขอพักร้อน,Travel,408756,0,12525,0,264970.0,0.0,24655.0,0.0,780,0,25,0,421281,289625.0,805,Macro
Journey Dep,Travel,1187,0,0,0,51232.0,0.0,0.0,0.0,43,0,0,0,1187,51232.0,43,Micro
เที่ยวทั้งบ้าน,Travel,28341,0,0,36,351558.0,0.0,0.0,18900.0,55,0,0,3,28377,370458.0,58,Macro
โดดงานไป,Travel,109302,0,0,0,369955.0,0.0,0.0,0.0,963,0,0,0,109302,369955.0,963,Macro
Palapilii Thailand,Travel,157791,0,4352,27,347441.0,0.0,4837.0,11500.0,1412,0,23,2,162170,363778.0,1437,Macro
ชอบเที่ยว,Travel,7141,0,0,0,93890.0,0.0,0.0,0.0,357,0,0,0,7141,93890.0,357,Micro
จ ะ เ ที่ ย ว ไ ป ไ ห น,Travel,287252,0,62643,0,1496258.0,0.0,43961.0,0.0,1440,0,49,0,349895,1540219.0,1489,Mega
ชิลดี,Travel,382351,0,0,0,326022.0,0.0,0.0,0.0,3241,0,0,0,382351,326022.0,3241,Macro
ค น ห ล ง ท า ง,Travel,239470,0,0,0,1022269.0,0.0,0.0,0.0,906,0,0,0,239470,1022269.0,906,Mega
theTripPacker,Travel,33199,0,1111,0,1347880.0,0.0,52571.0,0.0,437,0,3,0,34310,1400451.0,440,Mega
กระเป๋าหนึ่งใบ,Travel,101842,0,2084,0,136413.0,0.0,2324.0,0.0,622,0,9,0,103926,138737.0,631,Macro
Megamaxx Journeyy,Travel,0,0,8365,0,0.0,0.0,10211.0,0.0,0,0,16,0,8365,10211.0,16,Micro
U me go แบบนี้ต้องไปจัด,Travel,70092,0,0,1112,177602.0,0.0,0.0,7790.0,323,0,0,3,71204,185392.0,326,Macro
สวัสดีคนแปลกหน้า,Travel,17916,0,236,0,104773.0,0.0,642.0,0.0,215,0,5,0,18152,105415.0,220,Macro
For a time ออกไปพัก,Travel,18600,0,105,0,58450.0,0.0,585.0,0.0,349,0,4,0,18705,59035.0,353,Micro
Journey เจอนี่,Travel,44090,0,1775,0,287849.0,0.0,6238.0,0.0,383,0,7,0,45865,294087.0,390,Macro
เที่ยววัวตายควายล้ม travelalotthailand.com,Travel,166874,0,1686,490,147504.0,0.0,2172.0,2500.0,2607,0,44,66,169050,152176.0,2717,Macro
โตแล้วไปไหนก็ได้,Travel,47636,0,501,0,209791.0,0.0,5150.0,0.0,1033,0,12,0,48137,214941.0,1045,Macro
หมอๆ ตะลุยโลก,Travel,37686,0,0,0,185712.0,0.0,0.0,0.0,198,0,0,0,37686,185712.0,198,Macro
บอลพาเที่ยว Backpacker Ball,Travel,597407,0,648,1035,503480.0,0.0,5873.0,16200.0,257,0,2,17,599090,525553.0,276,Macro
tak_taywin,Travel,0,0,8627,0,0.0,0.0,5731.0,0.0,0,0,20,0,8627,5731.0,20,Nano
ULN Channel,Travel,0,0,0,8431,0.0,0.0,0.0,98100.0,0,0,0,4,8431,98100.0,4,Macro
เที่ยวจนแม่ด่า,Travel,99096,0,0,0,519320.0,0.0,0.0,0.0,340,0,0,0,99096,519320.0,340,Macro
พาลูกเที่ยวดะ,Travel,58675,0,446,27,267923.0,0.0,1090.0,825.0,2288,0,44,6,59148,269838.0,2338,Macro
Ayla's day off,Travel,72301,0,0,0,87683.0,0.0,0.0,0.0,208,0,0,0,72301,87683.0,208,Micro
ไปไหนด้วยกัน,Travel,0,0,29,0,0.0,0.0,97.0,0.0,0,0,2,0,29,97.0,2,End-user
Neighbor,Travel,3,0,0,0,14100.0,0.0,0.0,0.0,2,0,0,0,3,14100.0,2,Micro
Solo Journey,Travel,12151,0,16816,0,172997.0,0.0,9405.0,0.0,154,0,15,0,28967,182402.0,169,Macro
พลอยเรียนจบแล้วทำไรต่อ?,Travel,1224125,0,0,71409,412219.0,0.0,0.0,282000.0,145,0,0,13,1295534,694219.0,158,Macro
Sonia In Lost World,Travel,3058,0,0,0,110796.0,0.0,0.0,0.0,79,0,0,0,3058,110796.0,79,Macro
Primintheair,Travel,814,0,247,0,9867.0,0.0,27843.0,0.0,13,0,1,0,1061,37710.0,14,Micro
jajatanti,Travel,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,Micro
TravelKanuman / 2เท้าชาวท่องโลก,Travel,219357,0,1531,0,482035.0,0.0,16074.0,0.0,1348,0,6,0,220888,498109.0,1354,Macro
PaiNaiDii,Travel,164737,20963,0,115,547643.0,39832.0,0.0,6060.0,1722,808,0,14,185815,593535.0,2544,Macro
Maysa Traveller,Travel,100177,0,69,0,95929.0,0.0,1187.0,0.0,800,0,1,0,100246,97116.0,801,Micro
พากล้องเที่ยว,Travel,18380,0,0,0,221169.0,0.0,0.0,0.0,340,0,0,0,18380,221169.0,340,Macro
วิถีตากล้อง,Travel,189027,0,18125,0,666404.0,0.0,20841.0,0.0,414,0,10,0,207152,687245.0,424,Macro
ไม่กี่บาท,Travel,52787,0,0,6719,322297.0,0.0,0.0,54700.0,546,0,0,6,59506,376997.0,552,Macro
Somewhere Someone,Travel,161241,0,3540,0,190872.0,0.0,14237.0,0.0,1088,0,12,0,164781,205109.0,1100,Macro
katmatcha,Travel,0,77982,101920,0,0.0,10739.0,25759.0,0.0,0,145,27,0,179902,36498.0,172,Micro
"NoWhere, But Here",Travel,554,0,0,0,57519.0,0.0,0.0,0.0,68,0,0,0,554,57519.0,68,Micro
Trip and Teach - ไปตามน้ำ,Travel,720,0,0,0,47474.0,0.0,0.0,0.0,43,0,0,0,720,47474.0,43,Micro
ผมม้าพาเที่ยว,Travel,397001,0,340877,0,307410.0,0.0,26318.0,0.0,935,0,213,0,737878,333728.0,1148,Macro
6 August Journey,Travel,18922,3,1567,0,64544.0,209.0,1126.0,0.0,379,1,42,0,20492,65879.0,422,Micro
รีวิวโคราช,Travel,24559,109,1194,0,196196.0,20508.0,4909.0,0.0,282,2,7,0,25862,221613.0,291,Macro
ลาพักเที่ยว,Travel,431543,0,13250,70,992466.0,0.0,15567.0,1240.0,1672,0,26,1,444863,1009273.0,1699,Mega
Gogetlost,Travel,34826,0,2564,305,150834.0,0.0,12886.0,8710.0,510,0,3,6,37695,172430.0,519,Macro
ไปไหนดี,Travel,345979,0,69680,0,571900.0,0.0,7874.0,0.0,1145,0,155,0,415659,579774.0,1300,Macro
Go Went Go : เที่ยว เว้น วัน,Travel,0,0,0,12000,0.0,0.0,0.0,292000.0,0,0,0,25,12000,292000.0,25,Macro
บันทึกนักหนีเที่ยว,Travel,65667,0,7475,1,143022.0,0.0,2523.0,474.0,637,0,65,1,73143,146019.0,703,Macro
Around Me,Travel,40063,0,0,0,263956.0,0.0,0.0,0.0,227,0,0,0,40063,263956.0,227,Macro
Travel With Katheryn,Travel,1120,0,0,0,280482.0,0.0,0.0,0.0,4,0,0,0,1120,280482.0,4,Macro
katheryn_lee,Travel,0,0,1162039,10121,0.0,0.0,713633.0,133000.0,0,0,138,5,1172160,846633.0,143,Macro
high on dream,Travel,0,45,21792,0,0.0,254.0,12151.0,0.0,0,23,50,0,21837,12405.0,73,Micro
Chill Journey :: เที่ยวอย่างชิว,Travel,22075,0,370,6,288847.0,0.0,3717.0,591.0,400,0,9,2,22451,293155.0,411,Macro
เที่ยวแบบกรู,Travel,162672,0,0,0,553757.0,0.0,0.0,0.0,1454,0,0,0,162672,553757.0,1454,Macro
เที่ยวเล่น เน้นกิน,Travel,2065,0,0,0,31059.0,0.0,0.0,0.0,287,0,0,0,2065,31059.0,287,Micro
พาเธอไป Journey,Travel,127615,0,0,0,225634.0,0.0,0.0,0.0,1537,0,0,0,127615,225634.0,1537,Macro
สะพายกล้องท่องเที่ยว กับ มาเรีย ณ ไกลบ้าน,Travel,456415,0,0,0,496991.0,0.0,0.0,0.0,2834,0,0,0,456415,496991.0,2834,Macro
PYONG : Traveller X Doctor,Travel,28099,0,112447,656,83189.0,0.0,19286.0,10000.0,295,0,87,5,141202,112475.0,387,Macro
ชิลไปไหน,Travel,0,5447,392348,35207,0.0,27143.0,226343.0,352000.0,0,232,514,165,433002,605486.0,911,Macro
Places two go,Travel,0,0,5743,0,0.0,0.0,2902.0,0.0,0,0,31,0,5743,2902.0,31,Nano
ไปเที่ยวกันมั๊ย by Penguint,Travel,0,0,11,0,0.0,0.0,14119.0,0.0,0,0,2,0,11,14119.0,2,Micro
BackPack Thai 21,Travel,1,0,0,0,76569.0,0.0,0.0,0.0,1,0,0,0,1,76569.0,1,Micro
Duet Diary ตามรอยเที่ยว,Travel,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,Micro
อยากไปเที่ยว,Travel,147704,0,199,0,325740.0,0.0,2724.0,0.0,434,0,1,0,147903,328464.0,435,Macro
ไปคนเดียว+,Travel,547445,0,3791,37,1182705.0,0.0,22577.0,514.0,2683,0,8,4,551273,1205796.0,2695,Mega
พาเที่ยวแบบง่ายๆ by mukura,Travel,78,0,0,0,200629.0,0.0,0.0,0.0,2,0,0,0,78,200629.0,2,Macro
Walker Talker : เดินทางเล่าเรื่อง,Travel,157927,0,218,64,422605.0,0.0,3245.0,292.0,1439,0,1,8,158209,426142.0,1448,Macro
totay168,Travel,0,0,398867,0,0.0,0.0,101335.0,0.0,0,0,70,0,398867,101335.0,70,Macro
ReviewPapai - รีวิวพาไป,Travel,48891,0,50,0,473621.0,0.0,308.0,0.0,1106,0,9,0,48941,473929.0,1115,Macro
ไปค่ะไป,Travel,20315,0,0,0,107776.0,0.0,0.0,0.0,148,0,0,0,20315,107776.0,148,Macro
Go!Graph,Travel,76911,0,4428,0,255792.0,0.0,8881.0,0.0,894,0,41,0,81339,264673.0,935,Macro
RattoWanderlust เที่ยวไปทั่วโลก รีวิวเที่ยวไต้หวัน,Travel,766,0,1619,0,79975.0,0.0,2839.0,0.0,63,0,13,0,2385,82814.0,76,Micro
Chill With Me,Travel,36079,0,1930,0,185330.0,0.0,3320.0,0.0,869,0,14,0,38009,188650.0,883,Macro
Couple Travel พาแฟนไปไหนดี,Travel,268001,0,5187,0,333893.0,0.0,7035.0,0.0,1099,0,18,0,273188,340928.0,1117,Macro
Travel Together / คนเดินทาง,Travel,2486,0,0,0,75570.0,0.0,0.0,0.0,128,0,0,0,2486,75570.0,128,Micro
มา กับ หมอ :: Come with me Free doctor,Travel,0,0,342,0,0.0,0.0,876.0,0.0,0,0,5,0,342,876.0,5,Micro
A Traveler Blog,Travel,14649,0,0,0,220420.0,0.0,0.0,0.0,302,0,0,0,14649,220420.0,302,Macro
Minimint's Mission,Travel,21471,0,4279,0,195348.0,0.0,14443.0,0.0,105,0,4,0,25750,209791.0,109,Macro
Hitchhiker Thailand / เที่ยวจนเสียสติ,Travel,131,0,0,0,55539.0,0.0,0.0,0.0,15,0,0,0,131,55539.0,15,Micro
Wongnai Travel,Travel,993235,0,0,0,690245.0,0.0,0.0,0.0,2167,0,0,0,993235,690245.0,2167,Macro
"Retrostation สถานีสำหรับ ""คนรักเกมส์เก่า""",Gamer,204220,0,0,0,156853.0,0.0,0.0,0.0,553,0,0,0,204220,156853.0,553,Macro
Cyberclasher,Gamer,558066,0,0,7675,94553.0,0.0,0.0,38400.0,578,0,0,472,565741,132953.0,1050,Macro
Bon Gamerz,Gamer,0,0,0,853482,0.0,0.0,0.0,2520000.0,0,0,0,92,853482,2520000.0,92,Mega
FPSThailand.com,Gamer,361343,0,0,10614,218142.0,0.0,0.0,714000.0,817,0,0,109,371957,932142.0,926,Macro
Fiat,Gamer,0,0,0,452671,0.0,0.0,0.0,329000.0,0,0,0,42,452671,329000.0,42,Macro
Just4Game,Gamer,0,0,0,82092,0.0,0.0,0.0,153000.0,0,0,0,89,82092,153000.0,89,Macro
XyCloneZ,Gamer,0,0,0,775180,0.0,0.0,0.0,1110000.0,0,0,0,84,775180,1110000.0,84,Mega
Main Stand Gaming,Gamer,8803,0,0,0,4515.0,0.0,0.0,0.0,393,0,0,0,8803,4515.0,393,Nano
MTR Mysterios,Gamer,0,0,0,598804,0.0,0.0,0.0,1510000.0,0,0,0,26,598804,1510000.0,26,Mega
Uke-Uke,Gamer,551,0,0,156749,24135.0,0.0,0.0,878000.0,11,0,0,107,157300,902135.0,118,Macro
OHVER,Gamer,0,0,0,1091185,0.0,0.0,0.0,2010000.0,0,0,0,56,1091185,2010000.0,56,Mega
Thisisgame PConsole,Gamer,161,0,0,0,13897.0,0.0,0.0,0.0,199,0,0,0,161,13897.0,199,Micro
PlayUlti.com - คนเล่นเกมนอก,Gamer,171360,0,0,0,272831.0,0.0,0.0,0.0,1081,0,0,0,171360,272831.0,1081,Macro
N Join Play,Gamer,126689,0,0,28553,66298.0,0.0,0.0,424000.0,140,0,0,32,155242,490298.0,172,Macro
สารบัญ Gaming MODE,Gamer,74567,0,0,0,9321.0,0.0,0.0,0.0,238,0,0,0,74567,9321.0,238,Nano
ManagerGame,Gamer,1069,0,0,0,19445.0,0.0,0.0,0.0,439,0,0,0,1069,19445.0,439,Micro
Rush,Gamer,0,0,0,13337,0.0,0.0,0.0,173000.0,0,0,0,19,13337,173000.0,19,Macro
Signature Gaming,Gamer,9351,0,0,0,53696.0,0.0,0.0,0.0,113,0,0,0,9351,53696.0,113,Micro
Bankgarmo,Gamer,0,0,0,249268,0.0,0.0,0.0,1230000.0,0,0,0,192,249268,1230000.0,192,Mega
Deklaaon Channel,Gamer,53643,0,0,512276,78090.0,0.0,0.0,2930000.0,56,0,0,37,565919,3008090.0,93,Mega
TDKeane,Gamer,119051,0,503,16104,64902.0,0.0,637.0,49400.0,158,0,3,17,135658,114939.0,178,Macro
Evos TH,Gamer,0,0,0,118089,0.0,0.0,0.0,283000.0,0,0,0,35,118089,283000.0,35,Macro
KK Honcool,Gamer,0,0,0,196017,0.0,0.0,0.0,1040000.0,0,0,0,103,196017,1040000.0,103,Mega
N.N.B CLUB,Gamer,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,Macro
PojzPlaza,Gamer,10247,0,0,2164580,259833.0,0.0,0.0,6630000.0,6,0,0,42,2174827,6889833.0,48,Mega
NutPintoChannel,Gamer,0,0,43684,196846,0.0,0.0,5991.0,951000.0,0,0,72,93,240530,956991.0,165,Macro
GameMonday,Gamer,9038,0,0,0,84853.0,0.0,0.0,0.0,170,0,0,0,9038,84853.0,170,Micro
MR.Kyoro Danger,Gamer,75,0,0,290197,1211.0,0.0,0.0,993000.0,3,0,0,19,290272,994211.0,22,Mega
WakeUp Ruj,Gamer,0,0,0,314158,0.0,0.0,0.0,704000.0,0,0,0,61,314158,704000.0,61,Macro
Newzkung Raccoonza,Gamer,0,0,0,81034,0.0,0.0,0.0,764000.0,0,0,0,161,81034,764000.0,161,Macro
dmt_tv,Gamer,0,0,0,14,0.0,0.0,0.0,7880.0,0,0,0,1,14,7880.0,1,Nano
Grean Gamer,Gamer,0,0,0,2566,0.0,0.0,0.0,168000.0,0,0,0,75,2566,168000.0,75,Macro
YIM CH,Gamer,0,0,0,73227,0.0,0.0,0.0,440000.0,0,0,0,20,73227,440000.0,20,Macro
12TimeWeCCG,Gamer,0,0,0,290840,0.0,0.0,0.0,1130000.0,0,0,0,71,290840,1130000.0,71,Mega
PlearnGaming,Gamer,1967,0,0,10280,9532.0,0.0,0.0,187000.0,121,0,0,120,12247,196532.0,241,Macro
Bangkok Esports,Gamer,0,0,0,195880,0.0,0.0,0.0,187000.0,0,0,0,61,195880,187000.0,61,Macro
TAEJK,Gamer,0,0,6279,20317,0.0,0.0,12388.0,692000.0,0,0,12,52,26596,704388.0,64,Macro
Thanks For Watching,Gamer,0,0,0,2217227,0.0,0.0,0.0,2310000.0,0,0,0,198,2217227,2310000.0,198,Mega
FZK Frozenkiss,Gamer,861393,0,0,14413,159403.0,0.0,0.0,485000.0,196,0,0,11,875806,644403.0,207,Macro
Online station,Gamer,0,0,0,111017,0.0,0.0,0.0,709000.0,0,0,0,164,111017,709000.0,164,Macro
HYPE NEXG,Gamer,6062,0,0,0,4364.0,0.0,0.0,0.0,268,0,0,0,6062,4364.0,268,Nano
cCraftedStudio,Gamer,0,0,0,128156,0.0,0.0,0.0,1090000.0,0,0,0,15,128156,1090000.0,15,Mega
B Dokebi,Gamer,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,Micro
Peachy Gang,Gamer,21029,0,0,0,12189.0,0.0,0.0,0.0,13,0,0,0,21029,12189.0,13,Micro
เกมมือถือต้องเล่น - Mustplay.in.th,Gamer,7462,0,0,0,105930.0,0.0,0.0,0.0,134,0,0,0,7462,105930.0,134,Macro
essAyseeK TV,Gamer,0,0,0,2660,0.0,0.0,0.0,513000.0,0,0,0,18,2660,513000.0,18,Macro
Mckenz1e,Gamer,35419,0,0,0,10028.0,0.0,0.0,0.0,55,0,0,0,35419,10028.0,55,Micro
Bacon Time,Gamer,462588,0,0,14980,310078.0,0.0,0.0,640000.0,147,0,0,18,477568,950078.0,165,Macro
ChinNaMo,Gamer,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,Macro
Ya Taliban,Gamer,0,0,0,191204,0.0,0.0,0.0,1320000.0,0,0,0,39,191204,1320000.0,39,Mega
LightKira Channel,Gamer,0,0,0,150444,0.0,0.0,0.0,390000.0,0,0,0,47,150444,390000.0,47,Macro
oPuTo,Gamer,0,257,0,0,0.0,3077.0,0.0,0.0,0,6,0,0,257,3077.0,6,Micro
wasuezqelusia,Gamer,0,0,17429,0,0.0,0.0,25731.0,0.0,0,0,3,0,17429,25731.0,3,Micro
Moowan,Gamer,173614,0,0,0,37759.0,0.0,0.0,0.0,63,0,0,0,173614,37759.0,63,Macro
SuperGirl Channel,Gamer,0,0,0,1060,0.0,0.0,0.0,227000.0,0,0,0,14,1060,227000.0,14,Macro
RAP'TUM GAMERChannel,Gamer,0,0,0,34428,0.0,0.0,0.0,542000.0,0,0,0,31,34428,542000.0,31,Macro
Attacle,Gamer,0,0,4302,0,0.0,0.0,5878.0,0.0,0,0,23,0,4302,5878.0,23,Nano
Windmillz,Gamer,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,Micro
EndlessChannel TH,Gamer,63,0,0,3069,488.0,0.0,0.0,66800.0,5,0,0,5,3132,67288.0,10,Micro
LOOPER CG,Gamer,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,Macro
Bay Riffer,Gamer,496648,0,0,822620,252771.0,0.0,0.0,3490000.0,82,0,0,78,1319268,3742771.0,160,Mega
Bossense,Gamer,26678,0,0,0,12927.0,0.0,0.0,0.0,109,0,0,0,26678,12927.0,109,Micro
THE AUN GAME,Gamer,0,0,0,206313,0.0,0.0,0.0,631000.0,0,0,0,100,206313,631000.0,100,Macro
MiTH,Gamer,353177,0,0,0,264050.0,0.0,0.0,0.0,174,0,0,0,353177,264050.0,174,Macro
HuaHed,Gamer,295638,0,0,1774,55073.0,0.0,0.0,115000.0,74,0,0,7,297412,170073.0,81,Macro
Talon Esports TH,Gamer,111408,0,0,6080,27153.0,0.0,0.0,5470.0,160,0,0,27,117488,32623.0,187,Micro
Koonguy CH,Gamer,0,0,0,386,0.0,0.0,0.0,661000.0,0,0,0,33,386,661000.0,33,Macro
WopLastNighTV,Gamer,13298,0,190,1384,6665.0,0.0,1169.0,157000.0,88,0,9,51,14872,164834.0,148,Macro
MyArena,Gamer,204,0,0,0,63648.0,0.0,0.0,0.0,2,0,0,0,204,63648.0,2,Micro
N NEXT CH,Gamer,0,0,0,61436,0.0,0.0,0.0,1610000.0,0,0,0,38,61436,1610000.0,38,Mega
NutTH Channel,Gamer,0,0,0,31797,0.0,0.0,0.0,793000.0,0,0,0,25,31797,793000.0,25,Macro
FiawKunG Channel,Gamer,0,0,0,28880,0.0,0.0,0.0,570000.0,0,0,0,7,28880,570000.0,7,Macro
SoraMix,Gamer,0,0,0,166709,0.0,0.0,0.0,61300.0,0,0,0,138,166709,61300.0,138,Micro
GAMERGUY,Gamer,31783,0,0,0,54090.0,0.0,0.0,0.0,133,0,0,0,31783,54090.0,133,Micro
BlaSTzFun Ch,Gamer,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,Macro
Neotica,Gamer,58880,0,0,762,34454.0,0.0,0.0,52000.0,58,0,0,5,59642,86454.0,63,Micro
GenGaGame - เก่งกะเกม,Gamer,0,0,0,10,0.0,0.0,0.0,1070.0,0,0,0,3,10,1070.0,3,Nano
Green Ezqelusia,Gamer,0,0,0,16183,0.0,0.0,0.0,801000.0,0,0,0,25,16183,801000.0,25,Macro
MEGAXGAME,Gamer,1339,0,0,0,8711.0,0.0,0.0,0.0,132,0,0,0,1339,8711.0,132,Nano
MOV Studio,Gamer,0,0,0,51103,0.0,0.0,0.0,269000.0,0,0,0,2,51103,269000.0,2,Macro
Yamatum O,Gamer,0,0,0,29536,0.0,0.0,0.0,1980000.0,0,0,0,5,29536,1980000.0,5,Mega
PlayStation Thailand Nation,Gamer,56939,0,0,0,66608.0,0.0,0.0,0.0,245,0,0,0,56939,66608.0,245,Micro
Summer is Here,Gamer,0,0,0,57903,0.0,0.0,0.0,60200.0,0,0,0,21,57903,60200.0,21,Micro
Pinkguschu,Gamer,255850,0,6902,0,57232.0,0.0,15777.0,0.0,124,0,2,0,262752,73009.0,126,Micro
Gamerism,Gamer,452,0,0,0,5951.0,0.0,0.0,0.0,37,0,0,0,452,5951.0,37,Nano
Yoyoyo Channel,Gamer,285,0,0,139075,1128.0,0.0,0.0,427000.0,29,0,0,52,139360,428128.0,81,Macro
MAOKUMA,Gamer,0,0,0,388290,0.0,0.0,0.0,517000.0,0,0,0,99,388290,517000.0,99,Macro
Gaming Room,Gamer,9,0,0,0,81725.0,0.0,0.0,0.0,3,0,0,0,9,81725.0,3,Micro
Coolerist,Gamer,12073,0,0,388,3647.0,0.0,0.0,48600.0,85,0,0,7,12461,52247.0,92,Micro
SkizzTV,Gamer,0,0,0,2190873,0.0,0.0,0.0,5350000.0,0,0,0,62,2190873,5350000.0,62,Mega
Edwin,Gamer,1495870,0,0,107523,115974.0,0.0,0.0,256000.0,333,0,0,63,1603393,371974.0,396,Macro
เกมเมอร์อมตีน,Gamer,2725697,0,0,0,390807.0,0.0,0.0,0.0,938,0,0,0,2725697,390807.0,938,Macro
MheeGamer,Gamer,32,0,0,55614,1848.0,0.0,0.0,274000.0,2,0,0,27,55646,275848.0,29,Macro
AOV World,Gamer,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,Micro
Slapper,Gamer,0,0,0,501980,0.0,0.0,0.0,1270000.0,0,0,0,78,501980,1270000.0,78,Mega
NONTAKAN N.S.,Gamer,0,0,0,412929,0.0,0.0,0.0,1910000.0,0,0,0,36,412929,1910000.0,36,Mega
กาย หงิด,Gamer,0,0,23541,1566306,0.0,0.0,70397.0,3560000.0,0,0,1,52,1589847,3630397.0,53,Mega
Playpost,Gamer,35128,0,0,0,13591.0,0.0,0.0,0.0,162,0,0,0,35128,13591.0,162,Micro
Seeding FIFA,Gamer,0,0,0,10788,0.0,0.0,0.0,426000.0,0,0,0,48,10788,426000.0,48,Macro
VVFwave Kung,Gamer,0,0,0,515068,0.0,0.0,0.0,2170000.0,0,0,0,86,515068,2170000.0,86,Mega
พ่อสอนลูกลงทุน,Investing,33555,0,0,0,143340.0,0.0,0.0,0.0,12,0,0,0,33555,143340.0,12,Macro
MudleyGroup,Investing,55472,0,0,150,36367.0,0.0,0.0,14600.0,179,0,0,3,55622,50967.0,182,Micro
THE MONEY COACH,Investing,0,13751,0,12972,0.0,20747.0,0.0,261000.0,0,18,0,28,26723,281747.0,46,Macro
เซเลบหุ้น : Bud Fox,Investing,443,0,0,0,7437.0,0.0,0.0,0.0,58,0,0,0,443,7437.0,58,Nano
Bcare Fanclub,Investing,242,0,0,0,6828.0,0.0,0.0,0.0,5,0,0,0,242,6828.0,5,Nano
หุ้นขั้นเทพ,Investing,2769,0,0,0,70988.0,0.0,0.0,0.0,52,0,0,0,2769,70988.0,52,Micro
CrisisMan,Investing,5553,0,0,0,14379.0,0.0,0.0,0.0,91,0,0,0,5553,14379.0,91,Micro
KwinKon การเงิน,Investing,218,0,0,0,844.0,0.0,0.0,0.0,102,0,0,0,218,844.0,102,End-user
Thaifundstoday,Investing,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,Micro
ความลับของเงิน,Investing,1403,0,0,0,51810.0,0.0,0.0,0.0,19,0,0,0,1403,51810.0,19,Micro
TFEX Traders,Investing,0,0,0,1434,0.0,0.0,0.0,2490.0,0,0,0,86,1434,2490.0,86,Nano
Money Talk,Investing,17409,0,0,0,141132.0,0.0,0.0,0.0,94,0,0,0,17409,141132.0,94,Macro
Stock JourNoey,Investing,176236,0,0,0,219221.0,0.0,0.0,0.0,322,0,0,0,176236,219221.0,322,Macro
เกิดมาใช้ตัง,Investing,110001,0,0,0,348511.0,0.0,0.0,0.0,197,0,0,0,110001,348511.0,197,Macro
สอนเล่นหุ้น ออนไลน์ ฟรี เรียนหุ้น VDO เก็งกำไร กราฟเทคนิคหุ้นบน Youtube,Investing,0,0,0,1780,0.0,0.0,0.0,41200.0,0,0,0,3,1780,41200.0,3,Micro
Kittitat Wasati,Investing,0,0,0,1247,0.0,0.0,0.0,77700.0,0,0,0,8,1247,77700.0,8,Micro
Peakky Money - เด็กการเงิน,Investing,19,0,0,0,518.0,0.0,0.0,0.0,1,0,0,0,19,518.0,1,End-user
Sinthorn,Investing,38804,4752,760,0,194157.0,319841.0,1929.0,0.0,77,144,23,0,44316,515927.0,244,Macro
มนุษย์เงินเดือนพันธุ์ใหม่,Investing,1188524,0,0,262,671444.0,0.0,0.0,6770.0,247,0,0,29,1188786,678214.0,276,Macro
stock2morrow,Investing,52157,0,0,0,252794.0,0.0,0.0,0.0,612,0,0,0,52157,252794.0,612,Macro
ลงทุนแมน,Investing,3021458,0,1114791,1467,1334832.0,0.0,295709.0,22900.0,704,0,269,34,4137716,1653441.0,1007,Mega
