Unnamed: 0,id,account_name,facebook_id,twitter_id,instagram_id,youtube_id,category,fb_en,tw_en,ig_en,yt_en,fb_fan,tw_fan,ig_fan,yt_fan,fb_count,tw_count,ig_count,yt_count,tot_en,tot_fan,tot_count,tier
206,a-63c8c660509c11eb9aea8c8590014502,TELEPORT,1617050000000000,0,0,0,Travel,5055,0,0,0,70007.0,0.0,0.0,0.0,319,0,0,0,5055,70007.0,319,Micro
207,a-63cab09c509c11eb9aea8c8590014502,เที่ยวเก่ง,2005170000000000,0,0,0,Travel,17081,0,0,0,388944.0,0.0,0.0,0.0,194,0,0,0,17081,388944.0,194,Macro
208,a-63ca2c8a509c11eb9aea8c8590014502,เที่ยวทั่วไทย ไปไหนดี,1596790000000000,0,0,UCEFh-62q-4iHD6-Xm0RMp3g,Travel,1607865,0,0,51,1147847.0,0.0,0.0,235.0,5319,0,0,4,1607916,1148082.0,5323,Mega
209,a-63c8d40c509c11eb9aea8c8590014502,Travel Planet Xperiences,187064000000000,0,0,UChXcnk7fB0S3CQgJZxwdXiw,Travel,865,0,0,2,36057.0,0.0,0.0,734.0,160,0,0,1,867,36791.0,161,Micro
210,a-63ca6772509c11eb9aea8c8590014502,แบกกล้องเที่ยว,1596740000000000,0,232407864,0,Travel,2740924,0,3781,0,1822552.0,0.0,4080.0,0.0,4202,0,16,0,2744705,1826632.0,4218,Mega
211,a-63c800fe509c11eb9aea8c8590014502,EDTguide,95296892660,14854490,44118847,UCfmweO-j1d_f-X2zbFdFEBA,Travel,0,4809,26218,440,0.0,642954.0,89318.0,14800.0,0,171,194,43,31467,747072.0,408,Macro
212,a-63ca512e509c11eb9aea8c8590014502,เที่ยวให้ยับ : Crazy Journeys,1299360000000000,9.72165e+,0,UCu612tXMA170lNSIaB2AZRw,Travel,157287,0,0,19,130154.0,0.0,0.0,71.0,4968,0,0,3,157306,130225.0,4971,Macro
213,a-63ca8d60509c11eb9aea8c8590014502,ไปเที่ยวกัน GoThaitogether,180369000000000,238504973,8304319,UCY_yIKMkxnyTgPlzJPv4lEQ,Travel,121940,3,1627,35,815367.0,5915.0,7446.0,182.0,1310,65,60,23,123605,828910.0,1458,Macro
214,a-63ca7c26509c11eb9aea8c8590014502,โสดแล้วไปไหนก็ได้,452843000000000,8.49186e+,14650358,0,Travel,170907,0,53468,0,264967.0,0.0,7992.0,0.0,849,0,236,0,224375,272959.0,1085,Macro
215,a-63c967fa509c11eb9aea8c8590014502,คนหลงทาง,0,0,4299706518,0,Travel,0,0,11166,0,0.0,0.0,19202.0,0.0,0,0,11,0,11166,19202.0,11,Micro
216,a-63c7f2b2509c11eb9aea8c8590014502,Coundsheck's journey.,604109000000000,1.13876e+,56011388,0,Travel,58663,0,166917,0,128351.0,0.0,30799.0,0.0,994,0,120,0,225580,159150.0,1114,Macro
217,a-63c941da509c11eb9aea8c8590014502,merritze,0,0,30382348,0,Travel,0,0,3395,0,0.0,0.0,16140.0,0.0,0,0,12,0,3395,16140.0,12,Micro
218,a-63c9d0f0509c11eb9aea8c8590014502,ลุงหมอขอพักร้อน,760679000000000,0,2348895331,0,Travel,2307525,0,76623,0,265201.0,0.0,24655.0,0.0,3910,0,158,0,2384148,289856.0,4068,Macro
219,a-63c83d3a509c11eb9aea8c8590014502,Journey Dep,232197000000000,0,0,UCzTk00tYCj0P8QLkeeIr5dg,Travel,5063,0,0,6,51485.0,0.0,0.0,507.0,79,0,0,1,5069,51992.0,80,Micro
220,a-63ca3144509c11eb9aea8c8590014502,เที่ยวทั้งบ้าน,721276000000000,0,5057026639,UCODte-pc0EHafW79KLTZK7Q,Travel,163581,0,235,538,352609.0,0.0,722.0,18900.0,186,0,6,12,164354,372231.0,204,Macro
221,a-63ca753c509c11eb9aea8c8590014502,โดดงานไป,1192560000000000,997672465,0,0,Travel,431872,1,0,0,374548.0,108.0,0.0,0.0,3945,1,0,0,431873,374656.0,3946,Macro
222,a-63c89b72509c11eb9aea8c8590014502,Palapilii Thailand,339208000000000,3236580882,28566786,UCblfXJDr0GScOxhP_0MWddw,Travel,575998,17,13310,130,365468.0,380.0,4837.0,11600.0,2466,15,68,13,589455,382285.0,2562,Macro
223,a-63cab81c509c11eb9aea8c8590014502,ชอบเที่ยว,555015000000000,0,0,0,Travel,50700,0,0,0,93890.0,0.0,0.0,0.0,712,0,0,0,50700,93890.0,712,Micro
224,a-63c96eda509c11eb9aea8c8590014502,จ ะ เ ที่ ย ว ไ ป ไ ห น,941707000000000,9.48881e+,33228142,0,Travel,1399558,0,117577,0,1505854.0,0.0,43961.0,0.0,4099,0,91,0,1517135,1549815.0,4190,Mega
225,a-63c9792a509c11eb9aea8c8590014502,ชิลดี,1110160000000000,0,0,0,Travel,675080,0,0,0,337417.0,0.0,0.0,0.0,6227,0,0,0,675080,337417.0,6227,Macro
226,a-63c9648a509c11eb9aea8c8590014502,ค น ห ล ง ท า ง,1586820000000000,0,0,0,Travel,947362,0,0,0,1041469.0,0.0,0.0,0.0,2945,0,0,0,947362,1041469.0,2945,Mega
227,a-63c94fcc509c11eb9aea8c8590014502,theTripPacker,124120000000000,154441823,18411523,UC9nN5qhxk6TPW7kCfGMufjA,Travel,91621,0,2773,0,1355682.0,0.0,52571.0,0.0,1404,0,8,0,94394,1408253.0,1412,Mega
228,a-63c95a3a509c11eb9aea8c8590014502,กระเป๋าหนึ่งใบ,402930000000000,1.09301e+,1463458827,0,Travel,292058,0,11454,0,143432.0,0.0,4642.0,0.0,2686,0,63,0,303512,148074.0,2749,Macro
229,a-63c86620509c11eb9aea8c8590014502,Megamaxx Journeyy,291150000000000,0,23072720,UCLD6reSFtjKf9S1dy4BNpzg,Travel,0,0,30496,1,0.0,0.0,11480.0,4130.0,0,0,59,1,30497,15610.0,60,Micro
230,a-63c8ff18509c11eb9aea8c8590014502,U me go แบบนี้ต้องไปจัด,169505000000000,0,0,UC72Sb0KgdslcOlp8iCDP47Q,Travel,461561,0,0,1832,183458.0,0.0,0.0,7790.0,1060,0,0,7,463393,191248.0,1067,Macro
231,a-63c9deb0509c11eb9aea8c8590014502,สวัสดีคนแปลกหน้า,231572000000000,0,15036375345,0,Travel,67185,0,1401,0,107213.0,0.0,642.0,0.0,607,0,23,0,68586,107855.0,630,Macro
232,a-63c80a90509c11eb9aea8c8590014502,For a time ออกไปพัก,982492000000000,0,3034901573,0,Travel,31058,0,138,0,58450.0,0.0,587.0,0.0,815,0,8,0,31196,59037.0,823,Micro
233,a-63c840aa509c11eb9aea8c8590014502,Journey เจอนี่,610772000000000,0,1048942,UC7d8xkSOycoygDi0e364-3A,Travel,246420,0,8140,0,303127.0,0.0,6490.0,139.0,1391,0,37,1,254560,309756.0,1429,Macro
234,a-63ca3dec509c11eb9aea8c8590014502,เที่ยววัวตายควายล้ม travelalotthailand.com,786774000000000,0,5386042236,UC5fNtZCSAWWXmG-tRob5JjA,Travel,1290078,0,7788,1238,147875.0,0.0,2176.0,2500.0,9194,0,271,181,1299104,152551.0,9646,Macro
235,a-63ca78b6509c11eb9aea8c8590014502,โตแล้วไปไหนก็ได้,568683000000000,0,8548840631,0,Travel,141855,0,1539,0,212527.0,0.0,5150.0,0.0,3339,0,42,0,143394,217677.0,3381,Macro
236,a-63c9f800509c11eb9aea8c8590014502,หมอๆ ตะลุยโลก,223290000000000,0,765843746,0,Travel,105679,0,0,0,186291.0,0.0,0.0,0.0,581,0,0,0,105679,186291.0,581,Macro
237,a-63c9928e509c11eb9aea8c8590014502,บอลพาเที่ยว Backpacker Ball,1442810000000000,0,49760469,UC_l0GuOAKg4Jw2iB7A3-IkA,Travel,1697243,0,4562,3700,620668.0,0.0,5873.0,16200.0,557,0,13,60,1705505,642741.0,630,Macro
238,a-63c94c48509c11eb9aea8c8590014502,tak_taywin,0,0,191171458,0,Travel,0,0,44108,0,0.0,0.0,5731.0,0.0,0,0,115,0,44108,5731.0,115,Nano
239,a-63c90724509c11eb9aea8c8590014502,ULN Channel,0,0,0,UCjNie80CqWGRnwqXHQyx-Vg,Travel,0,0,0,53886,0.0,0.0,0.0,103000.0,0,0,0,14,53886,103000.0,14,Macro
240,a-63ca1eb6509c11eb9aea8c8590014502,เที่ยวจนแม่ด่า,1878880000000000,0,0,0,Travel,493864,0,0,0,523717.0,0.0,0.0,0.0,1361,0,0,0,493864,523717.0,1361,Macro
241,a-63c9aaf8509c11eb9aea8c8590014502,พาลูกเที่ยวดะ,441361000000000,0,3405719636,UCiuYmBHqqP60TFEAKYuNWsQ,Travel,264104,0,760,32,269576.0,0.0,1908.0,831.0,5070,0,85,8,264896,272315.0,5163,Macro
242,a-63c7caa8509c11eb9aea8c8590014502,Ayla's day off,1808690000000000,0,0,UCoSQmULlVrnlaMw1a3KPCBQ,Travel,106275,0,0,207,87683.0,0.0,0.0,198.0,929,0,0,3,106482,87881.0,932,Micro
243,a-63ca9b2a509c11eb9aea8c8590014502,ไปไหนด้วยกัน,167270000000000,0,3150936420,0,Travel,0,0,78,0,0.0,0.0,97.0,0.0,0,0,6,0,78,97.0,6,End-user
244,a-63c86d0a509c11eb9aea8c8590014502,Neighbor,571912000000000,0,1660222891,0,Travel,156,0,514,0,14100.0,0.0,1132.0,0.0,55,0,6,0,670,15232.0,61,Micro
245,a-63c8b8aa509c11eb9aea8c8590014502,Solo Journey,1672410000000000,0,5947625723,0,Travel,98515,0,52069,0,176504.0,0.0,9405.0,0.0,433,0,40,0,150584,185909.0,473,Macro
246,a-63c9a404509c11eb9aea8c8590014502,พลอยเรียนจบแล้วทำไรต่อ?,621670000000000,0,0,UCT8UgpcpqFV6AgOfs_52QmA,Travel,3831420,0,0,285739,412890.0,0.0,0.0,282000.0,405,0,0,45,4117159,694890.0,450,Macro
247,a-63c8bf8a509c11eb9aea8c8590014502,Sonia In Lost World,101404000000000,0,0,0,Travel,12698,0,0,0,111603.0,0.0,0.0,0.0,304,0,0,0,12698,111603.0,304,Macro
248,a-63c89f64509c11eb9aea8c8590014502,Primintheair,984063000000000,0,33268952,0,Travel,13955,0,2725,0,9878.0,0.0,27843.0,0.0,389,0,13,0,16680,37721.0,402,Micro
249,a-63c93ae6509c11eb9aea8c8590014502,jajatanti,537409000000000,0,6407103,0,Travel,0,0,96284,0,0.0,0.0,96828.0,0.0,0,0,10,0,96284,96828.0,10,Micro
250,a-63c8e316509c11eb9aea8c8590014502,TravelKanuman / 2เท้าชาวท่องโลก,220608000000000,0,300498957,0,Travel,519671,0,7476,0,484817.0,0.0,16074.0,0.0,3644,0,48,0,527147,500891.0,3692,Macro
251,a-63c89096509c11eb9aea8c8590014502,PaiNaiDii,209464000000000,280926872,47087575,UC2X6-THErY37NMtfZHwKtLQ,Travel,616363,77474,222,884,550704.0,42077.0,6001.0,6060.0,7352,3784,6,50,694943,604842.0,11192,Macro
252,a-63c8629c509c11eb9aea8c8590014502,Maysa Traveller,161855000000000,117751225,31557328,0,Travel,250645,0,970,0,97296.0,0.0,1191.0,0.0,2331,0,4,0,251615,98487.0,2335,Micro
253,a-63c9a77e509c11eb9aea8c8590014502,พากล้องเที่ยว,1035470000000000,0,0,0,Travel,136424,0,0,0,222063.0,0.0,0.0,0.0,2365,0,0,0,136424,222063.0,2365,Macro
254,a-63c9d7d0509c11eb9aea8c8590014502,วิถีตากล้อง,578575000000000,0,740046799,0,Travel,799106,0,46178,0,671973.0,0.0,25815.0,0.0,1475,0,26,0,845284,697788.0,1501,Macro
255,a-63ca9e9a509c11eb9aea8c8590014502,ไม่กี่บาท,316782000000000,0,0,UCZkPKhXk8OEVHjYSv5O_IVQ,Travel,160070,0,0,17863,329651.0,0.0,0.0,56600.0,1461,0,0,41,177933,386251.0,1502,Macro
256,a-63c8bc1a509c11eb9aea8c8590014502,Somewhere Someone,491620000000000,0,26469108,0,Travel,371743,0,15285,0,191103.0,0.0,14837.0,0.0,2860,0,72,0,387028,205940.0,2932,Macro
257,a-63c93e60509c11eb9aea8c8590014502,katmatcha,362327000000000,99279725,1690960,0,Travel,0,191759,438573,0,0.0,11322.0,43469.0,0.0,0,657,107,0,630332,54791.0,764,Micro
258,a-63c874ee509c11eb9aea8c8590014502,"NoWhere, But Here",1403590000000000,0,0,0,Travel,830,0,0,0,57856.0,0.0,0.0,0.0,158,0,0,0,830,57856.0,158,Micro
259,a-63c8eabe509c11eb9aea8c8590014502,Trip and Teach - ไปตามน้ำ,423246000000000,0,3996898247,0,Travel,816,0,449,0,47522.0,0.0,2219.0,0.0,62,0,8,0,1265,49741.0,70,Micro
260,a-63c99d1a509c11eb9aea8c8590014502,ผมม้าพาเที่ยว,289719000000000,0,290456486,0,Travel,1111423,0,926689,0,330349.0,0.0,26318.0,0.0,3188,0,657,0,2038112,356667.0,3845,Macro
261,a-63c7c102509c11eb9aea8c8590014502,6 August Journey,1555040000000000,227640219,22947277,UCkeiKkfqxOe8_sRFGNmGoYg,Travel,60393,4,5807,4,65291.0,209.0,1157.0,79.0,1217,5,140,3,66208,66736.0,1365,Micro
262,a-63c9ca10509c11eb9aea8c8590014502,รีวิวโคราช,453494000000000,2893558081,2980178736,0,Travel,190270,1041,4371,0,201692.0,20520.0,4909.0,0.0,1544,21,31,0,195682,227121.0,1596,Macro
263,a-63c9cd80509c11eb9aea8c8590014502,ลาพักเที่ยว,1179570000000000,1.03976e+,1445477160,UCw4z6OeHhcVkXxuWEWcOBwA,Travel,1633264,0,33013,1190,1007377.0,0.0,15567.0,1240.0,5410,0,59,20,1667467,1024184.0,5489,Mega
264,a-63cabefc509c11eb9aea8c8590014502,Gogetlost,1654100000000000,0,1934296011,UC75lmbP15LQJk6nW71TxdQQ,Travel,211160,0,26901,1687,155144.0,0.0,14926.0,9310.0,2582,0,45,20,239748,179380.0,2647,Macro
265,a-63ca97c4509c11eb9aea8c8590014502,ไปไหนดี,1699900000000000,0,2533403977,0,Travel,1253249,0,122336,0,586150.0,0.0,10995.0,0.0,4147,0,373,0,1375585,597145.0,4520,Macro
266,a-63c81efe509c11eb9aea8c8590014502,Go Went Go : เที่ยว เว้น วัน,1528720000000000,8.22126e+,3128076753,UCyY4julxsHMubJaDuZBw9mg,Travel,0,0,4221,85560,0.0,0.0,25754.0,295000.0,0,0,1,108,89781,320754.0,109,Macro
267,a-63c99996509c11eb9aea8c8590014502,บันทึกนักหนีเที่ยว,1143900000000000,0,5982398997,UCv71AQYyN-A34J1yZ_1JnkA,Travel,136123,0,19891,1,149802.0,0.0,2710.0,474.0,2354,0,266,1,156015,152986.0,2621,Macro
268,a-63c7c47c509c11eb9aea8c8590014502,Around Me,1466470000000000,0,0,0,Travel,570903,0,0,0,267027.0,0.0,0.0,0.0,806,0,0,0,570903,267027.0,806,Macro
269,a-63c8df06509c11eb9aea8c8590014502,Travel With Katheryn,1399750000000000,0,0,0,Travel,75644,0,0,0,281024.0,0.0,0.0,0.0,44,0,0,0,75644,281024.0,44,Macro
270,a-63c7b338509c11eb9aea8c8590014502,katheryn_lee,456893000000000,1.27187e+,7871236,UCA4_ex35aNfF_MFs_q7pE5Q,Travel,3,0,5636043,30858,4.0,0.0,774569.0,137000.0,3,0,747,22,5666904,911573.0,772,Macro
271,a-63c92e20509c11eb9aea8c8590014502,high on dream,144932000000000,85233435,27220455,UCrNEvMDwTftFL-0I3jIWEhQ,Travel,0,238,51163,254,0.0,254.0,12151.0,601.0,0,147,126,4,51655,13006.0,277,Micro
272,a-63c7e768509c11eb9aea8c8590014502,Chill Journey :: เที่ยวอย่างชิว,233829000000000,2911460688,1576433847,UCweglxSF-2lzQR8e53M6ahA,Travel,159236,3,409,57,289641.0,125.0,3717.0,591.0,2254,1,10,8,159705,294074.0,2273,Macro
273,a-63cabb8c509c11eb9aea8c8590014502,เที่ยวแบบกรู,692542000000000,0,0,0,Travel,882420,0,0,0,663161.0,0.0,0.0,0.0,5406,0,0,0,882420,663161.0,5406,Macro
274,a-63ca44f4509c11eb9aea8c8590014502,เที่ยวเล่น เน้นกิน,1422580000000000,0,0,0,Travel,10296,0,0,0,31125.0,0.0,0.0,0.0,1434,0,0,0,10296,31125.0,1434,Micro
275,a-63c9b55c509c11eb9aea8c8590014502,พาเธอไป Journey,293320000000000,0,0,0,Travel,635104,0,0,0,244225.0,0.0,0.0,0.0,5911,0,0,0,635104,244225.0,5911,Macro
276,a-63c9e900509c11eb9aea8c8590014502,สะพายกล้องท่องเที่ยว กับ มาเรีย ณ ไกลบ้าน,158075000000000,0,0,0,Travel,1944519,0,0,0,511626.0,0.0,0.0,0.0,10005,0,0,0,1944519,511626.0,10005,Macro
277,a-63c88b5a509c11eb9aea8c8590014502,PYONG : Traveller X Doctor,1628990000000000,1.03855e+,545634634,UCvSBmPYtTDY798_olRYvVqQ,Travel,137512,0,515265,5147,86252.0,0.0,29007.0,10000.0,1293,0,440,14,657924,125259.0,1747,Macro
278,a-63cac26c509c11eb9aea8c8590014502,ชิลไปไหน,176922000000000,560911275,298427872,UC_9-zosb7LVsbItc5cXV38g,Travel,0,23490,1390295,204218,0.0,28928.0,226343.0,382000.0,0,1126,1928,666,1618003,637271.0,3720,Macro
279,a-63c7b6b2509c11eb9aea8c8590014502,Places two go,1690690000000000,9.72741e+,3030455863,UCvU058WuuGzqSkG0zfWSByg,Travel,0,0,18989,2,0.0,0.0,6352.0,6.0,0,0,126,7,18991,6358.0,133,Nano
280,a-63ca90da509c11eb9aea8c8590014502,ไปเที่ยวกันมั๊ย by Penguint,791673000000000,3502376184,2141071687,0,Travel,0,45,446,0,0.0,40.0,14119.0,0.0,0,25,29,0,491,14159.0,54,Micro
281,a-63c7d39a509c11eb9aea8c8590014502,BackPack Thai 21,884171000000000,0,0,0,Travel,8197,0,0,0,76569.0,0.0,0.0,0.0,152,0,0,0,8197,76569.0,152,Micro
282,a-63c7fd7a509c11eb9aea8c8590014502,Duet Diary ตามรอยเที่ยว,123956000000000,0,24951992,UCnU99L3kxsBwywHHFU0SKBg,Travel,3328,0,39,249,49668.0,0.0,558.0,11200.0,114,0,1,5,3616,61426.0,120,Micro
283,a-63ca0264509c11eb9aea8c8590014502,อยากไปเที่ยว,450586000000000,0,7842423195,0,Travel,1576417,0,2565,0,457439.0,0.0,2733.0,0.0,1424,0,12,0,1578982,460172.0,1436,Macro
284,a-63ca8306509c11eb9aea8c8590014502,ไปคนเดียว+,203370000000000,0,3067031382,UCr3NZhAorY1d01Dq_gkba5w,Travel,2043621,0,16271,281,1200040.0,0.0,28121.0,609.0,7692,0,25,11,2060173,1228770.0,7728,Mega
285,a-63c9b1ec509c11eb9aea8c8590014502,พาเที่ยวแบบง่ายๆ by mukura,367771000000000,1.17052e+,0,0,Travel,7356,0,0,0,201822.0,0.0,0.0,0.0,8,0,0,0,7356,201822.0,8,Macro
286,a-63c914b2509c11eb9aea8c8590014502,Walker Talker : เดินทางเล่าเรื่อง,198117000000000,1.09056e+,7445655149,UCxLdZPr-G6iMFR7f6sdXtow,Travel,940829,0,1629,98,449530.0,0.0,3245.0,292.0,4575,0,9,15,942556,453067.0,4599,Macro
287,a-63c95346509c11eb9aea8c8590014502,totay168,246314000000000,0,287970966,0,Travel,0,0,1561181,0,0.0,0.0,101335.0,0.0,0,0,288,0,1561181,101335.0,288,Macro
288,a-63c8ae5a509c11eb9aea8c8590014502,ReviewPapai - รีวิวพาไป,1485960000000000,0,10690405180,0,Travel,402255,0,314,0,473621.0,0.0,392.0,0.0,3607,0,44,0,402569,474013.0,3651,Macro
289,a-63ca8680509c11eb9aea8c8590014502,ไปค่ะไป,1808630000000000,0,0,0,Travel,144075,0,0,0,111908.0,0.0,0.0,0.0,617,0,0,0,144075,111908.0,617,Macro
290,a-63c8264c509c11eb9aea8c8590014502,Go!Graph,114648000000000,0,597894458,0,Travel,248825,0,21017,0,259505.0,0.0,8881.0,0.0,3204,0,185,0,269842,268386.0,3389,Macro
291,a-63c8a324509c11eb9aea8c8590014502,RattoWanderlust เที่ยวไปทั่วโลก รีวิวเที่ยวไต้หวัน,496336000000000,635193770,144399375,0,Travel,13568,15,7875,0,80552.0,251.0,2839.0,0.0,448,14,70,0,21458,83642.0,532,Micro
292,a-63c7eeb6509c11eb9aea8c8590014502,Chill With Me,1760600000000000,0,1428715237,0,Travel,177652,0,6318,0,187587.0,0.0,3326.0,0.0,2950,0,43,0,183970,190913.0,2993,Macro
293,a-63c7f65e509c11eb9aea8c8590014502,Couple Travel พาแฟนไปไหนดี,854546000000000,0,4015061845,0,Travel,838912,0,19003,0,341379.0,0.0,7035.0,0.0,3572,0,61,0,857915,348414.0,3633,Macro
294,a-63c8d9ca509c11eb9aea8c8590014502,Travel Together / คนเดินทาง,563565000000000,0,0,0,Travel,14544,0,0,0,75637.0,0.0,0.0,0.0,488,0,0,0,14544,75637.0,488,Micro
295,a-63c9c1c8509c11eb9aea8c8590014502,มา กับ หมอ :: Come with me Free doctor,1591380000000000,0,41260820,0,Travel,487,0,1827,0,15045.0,0.0,876.0,0.0,26,0,24,0,2314,15921.0,50,Micro
296,a-63cab4a2509c11eb9aea8c8590014502,A Traveler Blog,443849000000000,0,0,0,Travel,59567,0,0,0,249510.0,0.0,0.0,0.0,668,0,0,0,59567,249510.0,668,Macro
297,a-63c86990509c11eb9aea8c8590014502,Minimint's Mission,1805000000000000,0,8399172,0,Travel,264503,0,26020,0,196018.0,0.0,21316.0,0.0,687,0,34,0,290523,217334.0,721,Macro
298,a-63caac5a509c11eb9aea8c8590014502,Hitchhiker Thailand / เที่ยวจนเสียสติ,1703690000000000,0,0,0,Travel,573,0,0,0,62381.0,0.0,0.0,0.0,78,0,0,0,573,62381.0,78,Micro
299,a-63c9204c509c11eb9aea8c8590014502,Wongnai Travel,104764000000000,0,0,0,Travel,3303285,0,0,0,721195.0,0.0,0.0,0.0,9731,0,0,0,3303285,721195.0,9731,Macro
300,a-63b87846509c11eb9aea8c8590014502,"Retrostation สถานีสำหรับ ""คนรักเกมส์เก่า""",191738000000000,0,0,0,Gamer,640446,0,0,0,158606.0,0.0,0.0,0.0,1913,0,0,0,640446,158606.0,1913,Macro
301,a-63b66cc2509c11eb9aea8c8590014502,Cyberclasher,653384000000000,0,0,UCcfyyYjAFM8932N-BVTU4Hg,Gamer,2004254,0,0,18356,97206.0,0.0,0.0,40100.0,2413,0,0,1660,2022610,137306.0,4073,Macro
302,a-63b63cde509c11eb9aea8c8590014502,Bon Gamerz,809039000000000,4746479814,0,UCAcYshki68X7GXNrYnbZQEQ,Gamer,0,0,0,3344040,0.0,0.0,0.0,2570000.0,0,0,0,357,3344040,2570000.0,357,Mega
303,a-63b6c104509c11eb9aea8c8590014502,FPSThailand.com,159273000000000,74345278,0,UC9CldAJs08kpQk_Qx7Imiow,Gamer,1415586,16,0,89898,218188.0,6414.0,0.0,714000.0,2891,1,0,538,1505500,938602.0,3430,Macro
304,a-63b6cdfc509c11eb9aea8c8590014502,Fiat,0,0,0,UCpQS0xnrCfJfdLHwTSQxOGA,Gamer,0,0,0,1094035,0.0,0.0,0.0,329000.0,0,0,0,101,1094035,329000.0,101,Macro
305,a-63b7531c509c11eb9aea8c8590014502,Just4Game,609226000000000,0,0,UCgfluQNygp3m6S5DBpTHS1A,Gamer,0,0,0,248559,0.0,0.0,0.0,158000.0,0,0,0,364,248559,158000.0,364,Macro
306,a-63b9e15e509c11eb9aea8c8590014502,XyCloneZ,0,0,0,UCKb-E83NXKbLaMVCWPifTmA,Gamer,0,0,0,2418756,0.0,0.0,0.0,1110000.0,0,0,0,318,2418756,1110000.0,318,Mega
307,a-63b7bf50509c11eb9aea8c8590014502,Main Stand Gaming,107901000000000,0,0,0,Gamer,21864,0,0,0,4999.0,0.0,0.0,0.0,944,0,0,0,21864,4999.0,944,Nano
308,a-63b7b500509c11eb9aea8c8590014502,MTR Mysterios,0,0,0,UC4Ffqc39v2fxEcNois8ulaA,Gamer,0,0,0,1718672,0.0,0.0,0.0,1560000.0,0,0,0,101,1718672,1560000.0,101,Mega
309,a-63b96e72509c11eb9aea8c8590014502,Uke-Uke,1025080000000000,0,0,UCONLLTJh5xgLcNf98cFRWCg,Gamer,4239,0,0,605944,24135.0,0.0,0.0,897000.0,76,0,0,397,610183,921135.0,473,Macro
310,a-63b83106509c11eb9aea8c8590014502,OHVER,0,0,0,UCySTin1D_pBbtNMVfGmp40g,Gamer,0,0,0,2693477,0.0,0.0,0.0,2010000.0,0,0,0,141,2693477,2010000.0,141,Mega
311,a-63babcd2509c11eb9aea8c8590014502,Thisisgame PConsole,1774720000000000,0,0,0,Gamer,7788,0,0,0,13898.0,0.0,0.0,0.0,906,0,0,0,7788,13898.0,906,Micro
312,a-63b85c76509c11eb9aea8c8590014502,PlayUlti.com - คนเล่นเกมนอก,230290000000000,0,0,0,Gamer,682402,0,0,0,274957.0,0.0,0.0,0.0,3708,0,0,0,682402,274957.0,3708,Macro
313,a-63b80302509c11eb9aea8c8590014502,N Join Play,920303000000000,0,0,UCBYu0IhRq2NXwanVt2vE33Q,Gamer,610872,0,0,161576,69463.0,0.0,0.0,424000.0,662,0,0,119,772448,493463.0,781,Macro
314,a-63ba8f82509c11eb9aea8c8590014502,สารบัญ Gaming MODE,110342000000000,0,0,0,Gamer,161130,0,0,0,9339.0,0.0,0.0,0.0,820,0,0,0,161130,9339.0,820,Nano
315,a-63b7c2ca509c11eb9aea8c8590014502,ManagerGame,127207000000000,0,0,0,Gamer,4474,0,0,0,19503.0,0.0,0.0,0.0,1429,0,0,0,4474,19503.0,1429,Micro
316,a-63b88610509c11eb9aea8c8590014502,Rush,158104000000000,0,0,UCkV_ZgwCFlAvUIu4k0UBBaQ,Gamer,0,0,0,97297,0.0,0.0,0.0,173000.0,0,0,0,169,97297,173000.0,169,Macro
317,a-63b8b09a509c11eb9aea8c8590014502,Signature Gaming,1510900000000000,0,0,UCXJPKALneZM8NMlUVE474JA,Gamer,35829,0,0,0,53737.0,0.0,0.0,0.0,496,0,0,0,35829,53737.0,496,Micro
318,a-63b61c0e509c11eb9aea8c8590014502,Bankgarmo,1526610000000000,0,0,UCjsPkmCwZ_LW_3Hmxqquqvg,Gamer,0,0,0,1134049,0.0,0.0,0.0,1250000.0,0,0,0,691,1134049,1250000.0,691,Mega
319,a-63b679c4509c11eb9aea8c8590014502,Deklaaon Channel,479526000000000,9.64099e+,8707885168,UCXALRk2-YkcpHSm_ZSvZqfw,Gamer,247671,0,0,2689987,78520.0,0.0,0.0,3000000.0,203,0,0,215,2937658,3078520.0,418,Mega
320,a-63b8fcf8509c11eb9aea8c8590014502,TDKeane,1478010000000000,0,8037514709,UC9BGxI-RSBJKjq2qJjpG3Fw,Gamer,707615,0,503,67457,66881.0,0.0,637.0,52800.0,803,0,3,69,775575,120318.0,875,Macro
321,a-63b6ae62509c11eb9aea8c8590014502,Evos TH,209463000000000,0,0,UC2EE3QfP777vOLkpQFeYWHA,Gamer,0,0,0,524793,0.0,0.0,0.0,293000.0,0,0,0,125,524793,293000.0,125,Macro
322,a-63b759fc509c11eb9aea8c8590014502,KK Honcool,0,0,0,UCIqqN9Q76pm6KfMeZ_u9YZQ,Gamer,0,0,0,989417,0.0,0.0,0.0,1040000.0,0,0,0,395,989417,1040000.0,395,Mega
323,a-63b80d2a509c11eb9aea8c8590014502,N.N.B CLUB,0,0,0,UCmMON-av1Y4tTzUbb9rp-xg,Gamer,0,0,0,136516,0.0,0.0,0.0,908000.0,0,0,0,46,136516,908000.0,46,Macro
324,a-63b866e4509c11eb9aea8c8590014502,PojzPlaza,1698680000000000,0,0,UCzyeq_iKmrFTBQ0kzNSqMtg,Gamer,170904,0,0,10747994,438569.0,0.0,0.0,6820000.0,90,0,0,201,10918898,7258569.0,291,Mega
