account_name,category,fb_en,tw_en,ig_en,yt_en,fb_fan,tw_fan,ig_fan,yt_fan,fb_count,tw_count,ig_count,yt_count,tot_en,tot_fan,tot_count,tier
แพรี่พาย อมตา จิตตะเสนีย์,Influencer,0,0,368510,0,0.0,0.0,1543955.0,0.0,0,0,36,0,368510,1543955.0,36,Mega
Bybambiandmashi,Influencer,0,0,15175,0,0.0,0.0,21981.0,0.0,0,0,40,0,15175,21981.0,40,Micro
อีฟ Evefee,Influencer,0,0,98549,5132,0.0,0.0,61771.0,195000.0,0,0,101,19,103681,256771.0,120,Macro
Jeban.com,Influencer,215409,89933,4641,0,1289326.0,299177.0,112842.0,0.0,725,100,43,0,309983,1701345.0,868,Mega
Frennicha,Influencer,0,4037,452211,8942,0.0,22216.0,134779.0,147000.0,0,15,90,12,465190,303995.0,117,Macro
ต้นหลิว,Influencer,0,0,284953,0,0.0,0.0,134086.0,0.0,0,0,41,0,284953,134086.0,41,Macro
nattiw,Influencer,0,0,64772,0,0.0,0.0,90821.0,0.0,0,0,147,0,64772,90821.0,147,Micro
Noyneung Makeup,Influencer,14326,154306,100538,67889,115943.0,57908.0,71728.0,166000.0,142,99,108,47,337059,411579.0,396,Macro
armmakeup,Influencer,0,0,12099,0,0.0,0.0,216769.0,0.0,0,0,43,0,12099,216769.0,43,Macro
nongchat,Influencer,0,0,1395497,0,0.0,0.0,1183971.0,0.0,0,0,434,0,1395497,1183971.0,434,Mega
เอกพงษ์ จิงหะรานนท์ Lookpad_misazaki,Influencer,0,0,1021,1654,0.0,0.0,1973.0,63000.0,0,0,19,7,2675,64973.0,26,Micro
อาชิ อาชิตา ศิริภิญญานนท์,Influencer,0,21761,3631942,46471,0.0,93265.0,1280968.0,1310000.0,0,37,139,12,3700174,2684233.0,188,Mega
มอส ธนพร พลโกษฐ์,Influencer,0,0,274518,2181,0.0,0.0,180158.0,325000.0,0,0,99,7,276699,505158.0,106,Macro
บ้าคสอจนผัวไม่ทน(@ngamdemarco),Influencer,0,0,9104,0,0.0,0.0,31230.0,0.0,0,0,42,0,9104,31230.0,42,Micro
Pook Jongkol,Influencer,0,0,66574,0,0.0,0.0,47778.0,0.0,0,0,237,0,66574,47778.0,237,Micro
NampunMakeup,Influencer,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,Micro
manasaproyy,Influencer,0,0,2126871,0,0.0,0.0,576085.0,0.0,0,0,99,0,2126871,576085.0,99,Macro
zphez,Influencer,0,0,2283,0,0.0,0.0,4265.0,0.0,0,0,7,0,2283,4265.0,7,Nano
iiitoei,Influencer,0,2698,11234689,109959,0.0,45849.0,1695319.0,436000.0,0,6,126,11,11347346,2177168.0,143,Mega
แป้ง สุอารี ทรรศนกุลพันธ์,Influencer,0,19257,99453,221,0.0,46719.0,75966.0,117000.0,0,47,129,7,118931,239685.0,183,Macro
neayranchana,Influencer,0,0,46540,0,0.0,0.0,16736.0,0.0,0,0,50,0,46540,16736.0,50,Micro
Alie BlackCobra,Influencer,61376,0,1509250,46049,218223.0,0.0,344991.0,567000.0,34,0,98,21,1616675,1130214.0,153,Mega
PuPe_so_Sweet,Influencer,868549,600,33017,0,139188.0,1073.0,35671.0,0.0,588,28,93,0,902166,175932.0,709,Macro
Blacklist Secret,Influencer,462239,0,628140,20919,528087.0,0.0,104769.0,195000.0,733,0,160,22,1111298,827856.0,915,Macro
พลอยชมพู วัชรเจริญพงษ์,Influencer,0,0,0,42339,0.0,0.0,0.0,1340000.0,0,0,0,25,42339,1340000.0,25,Mega
Pekky the angel,Influencer,0,0,8048,31,0.0,0.0,7109.0,62600.0,0,0,66,1,8079,69709.0,67,Micro
Pairyinwonderland,Influencer,2255,2,17111,162,35562.0,1387.0,43031.0,25100.0,168,2,72,5,19530,105080.0,247,Macro
ป้าพิม - PaPim,Influencer,0,0,13484,392,0.0,0.0,55210.0,113000.0,0,0,288,12,13876,168210.0,300,Macro
บลอสซั่ม ชนัญชิดา รุ่งเพชรรัตน์,Influencer,0,0,197417,0,0.0,0.0,279760.0,0.0,0,0,59,0,197417,279760.0,59,Macro
Unfull ice,Influencer,0,0,1305,80,0.0,0.0,2155.0,27600.0,0,0,36,8,1385,29755.0,44,Micro
ป๊อบ ปิยนุช จิตตินันทน์,Influencer,0,121346,277361,17643,0.0,46974.0,226431.0,374000.0,0,181,88,15,416350,647405.0,284,Macro
Beauty By Orangina,Influencer,43081,2358,4017,1574,153894.0,1837.0,23997.0,29900.0,1734,323,132,16,51030,209628.0,2205,Macro
Babyjingko,Influencer,75581,0,939776,51563,101374.0,0.0,188153.0,466000.0,242,0,86,14,1066920,755527.0,342,Macro
gynegene,Influencer,0,41,140226,2284,0.0,13274.0,90856.0,110000.0,0,2,110,5,142551,214130.0,117,Macro
วาเลนไทน์ Vvalentines,Influencer,0,0,365939,11524,0.0,0.0,122593.0,147000.0,0,0,113,22,377463,269593.0,135,Macro
พยูนบูด,Food,0,136891,36,0,0.0,34134.0,3185.0,0.0,0,394,1,0,136927,37319.0,395,Micro
หญิงชรา กะ หมาน้อย,Food,736996,0,0,0,277520.0,0.0,0.0,0.0,199,0,0,0,736996,277520.0,199,Macro
janyonce,Food,0,0,90449,0,0.0,0.0,18168.0,0.0,0,0,192,0,90449,18168.0,192,Micro
Let's Eat Thailand กิน/เที่ยว/ที่เดียวครบ,Food,29718,0,99,4,99534.0,0.0,1430.0,8840.0,1217,0,5,1,29821,109804.0,1223,Macro
ไชโย โอป้า,Food,49575,0,0,0,143003.0,0.0,0.0,0.0,53,0,0,0,49575,143003.0,53,Macro
papeega Channel,Food,0,0,0,851,0.0,0.0,0.0,5910.0,0,0,0,42,851,5910.0,42,Nano
ITAN - แทนไร้เทียมทาน,Food,230,0,10249,0,20060.0,0.0,112925.0,0.0,3,0,10,0,10479,132985.0,13,Macro
I proong ไอ้ปรุง,Food,0,0,0,988,0.0,0.0,0.0,46100.0,0,0,0,10,988,46100.0,10,Micro
อ้วน,Food,1002063,0,0,0,1768008.0,0.0,0.0,0.0,1923,0,0,0,1002063,1768008.0,1923,Mega
laila chill chill,Food,0,0,0,1714,0.0,0.0,0.0,2770.0,0,0,0,38,1714,2770.0,38,Nano
ครัวมนุษย์ป้า คุณป้า ปอมปอม,Food,48848,0,0,1492,104735.0,0.0,0.0,141000.0,148,0,0,68,50340,245735.0,216,Macro
GZR Gozziira,Food,57416,0,0,128516,15790.0,0.0,0.0,914000.0,133,0,0,16,185932,929790.0,149,Macro
Marefood,Food,1369,0,262308,0,138633.0,0.0,90990.0,0.0,116,0,90,0,263677,229623.0,206,Macro
Wongnai Cooking,Food,1770917,0,0,0,2921897.0,0.0,0.0,0.0,4478,0,0,0,1770917,2921897.0,4478,Mega
PHOLFOODMAFIA,Food,0,0,158381,12414,0.0,0.0,96962.0,515000.0,0,0,316,198,170795,611962.0,514,Macro
สร้างสรรค์เมนูไข่,Food,0,0,860,0,0.0,0.0,19286.0,0.0,0,0,12,0,860,19286.0,12,Micro
Maeban,Food,0,0,36939,0,0.0,0.0,174687.0,0.0,0,0,81,0,36939,174687.0,81,Macro
Apiinz Channel,Food,0,0,0,1351,0.0,0.0,0.0,2910.0,0,0,0,34,1351,2910.0,34,Nano
มนุษย์ต่างวัย,Food,249128,0,0,1296,250730.0,0.0,0.0,16900.0,114,0,0,39,250424,267630.0,153,Macro
OpenRice Thailand,Food,736,0,0,0,824637.0,0.0,0.0,0.0,95,0,0,0,736,824637.0,95,Macro
BORN TO BEER,Food,0,0,0,9161,0.0,0.0,0.0,82700.0,0,0,0,10,9161,82700.0,10,Micro
Cony Cry,Food,186,0,0,21800,963.0,0.0,0.0,147000.0,1,0,0,13,21986,147963.0,14,Macro
ศุภชัย เสมอมิตร โหน่งโชว์2,Food,0,0,0,144160,0.0,0.0,0.0,880000.0,0,0,0,206,144160,880000.0,206,Macro
สูงวัย,Food,1885,0,0,0,14212.0,0.0,0.0,0.0,52,0,0,0,1885,14212.0,52,Micro
หม่อมถนัดแดก,Food,2590547,0,0,682833,1350786.0,0.0,0.0,3780000.0,735,0,0,37,3273380,5130786.0,772,Mega
Jessiescape,Food,25682,0,0,4990,26259.0,0.0,0.0,315000.0,33,0,0,9,30672,341259.0,42,Macro
แดก,Food,758986,0,0,0,1131499.0,0.0,0.0,0.0,3673,0,0,0,758986,1131499.0,3673,Mega
Aumfooddiary,Food,535,0,105945,16,617.0,0.0,189835.0,536.0,359,0,206,14,106496,190988.0,579,Macro
กินได้อร่อยด้วย,Food,1379906,0,0,119014,316687.0,0.0,0.0,1510000.0,106,0,0,38,1498920,1826687.0,144,Mega
Icedessertdiary,Food,1429,0,318567,0,36841.0,0.0,239603.0,0.0,387,0,118,0,319996,276444.0,505,Macro
Ginyuudai - กินอยู่ได้,Food,18,0,678806,0,23239.0,0.0,334594.0,0.0,94,0,157,0,678824,357833.0,251,Macro
หิวมั้ย,Food,4,0,0,0,1126.0,0.0,0.0,0.0,3,0,0,0,4,1126.0,3,Nano
The Charapaabs,Food,8,0,0,0,5864.0,0.0,0.0,0.0,1,0,0,0,8,5864.0,1,Nano
หนูนาสวีเดน แฟนเฟจ Noona Sweden,Food,0,0,0,118,0.0,0.0,0.0,563000.0,0,0,0,70,118,563000.0,70,Macro
ไทยสุรินทร์ กินแซบๆ,Food,0,0,0,311,0.0,0.0,0.0,47900.0,0,0,0,27,311,47900.0,27,Micro
Sweetlists,Food,276062,4,157562,0,175045.0,172.0,227291.0,0.0,240,1,51,0,433628,402508.0,292,Macro
ไปกินข้าว Paikinkao,Food,129,0,143,0,121817.0,0.0,605.0,0.0,116,0,22,0,272,122422.0,138,Macro
Bim กินแหลกล้างโลก,Food,8637,0,30567,10724,7392.0,0.0,6468.0,18300.0,81,0,61,13,49928,32160.0,155,Micro
korean everyday - เกาหลีวันละนิดจิตแจ่มใส,Food,20513,0,796,0,54916.0,0.0,2026.0,0.0,296,0,12,0,21309,56942.0,308,Micro
Madame Tuang,Food,0,0,33106,0,0.0,0.0,32084.0,0.0,0,0,224,0,33106,32084.0,224,Micro
TomJoke Foodtv,Food,0,0,128,0,0.0,0.0,445.0,0.0,0,0,23,0,128,445.0,23,End-user
ทําเอง กินเอง Byแม่Milko_o,Food,0,0,0,32517,0.0,0.0,0.0,603000.0,0,0,0,34,32517,603000.0,34,Macro
Sunny Channel,Food,0,0,0,199,0.0,0.0,0.0,29500.0,0,0,0,52,199,29500.0,52,Micro
เพื่อนคนไทยวัยเกษียณ,Food,1,0,0,0,116.0,0.0,0.0,0.0,1,0,0,0,1,116.0,1,End-user
C A F E i S M,Food,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,Micro
อร่อยนัวร์ [Aroy N],Food,0,0,0,99983,0.0,0.0,0.0,173000.0,0,0,0,50,99983,173000.0,50,Macro
yingworldfood,Food,0,0,216758,2,0.0,0.0,297987.0,430.0,0,0,91,1,216760,298417.0,92,Macro
ตุ้ยลุยครัว,Food,0,0,152015,64,0.0,0.0,351672.0,221.0,0,0,67,9,152079,351893.0,76,Macro
Starving Time,Food,0,8890,307210,41906,0.0,75816.0,1490666.0,364000.0,0,167,228,31,358006,1930482.0,426,Mega
Ploy Style,Food,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,End-user
กินตามโปร,Food,136659,0,43,0,352540.0,0.0,2098.0,0.0,1424,0,8,0,136702,354638.0,1432,Macro
เชฟนุ่น So Sweet By ChefNuN,Food,0,0,2902,0,0.0,0.0,13751.0,0.0,0,0,11,0,2902,13751.0,11,Micro
Kia Zaab,Food,0,0,2123,84788,0.0,0.0,6352.0,434000.0,0,0,5,20,86911,440352.0,25,Macro
ครัวแล้วแต่เอ๋จ้าา,Food,523616,0,0,507,1370408.0,0.0,0.0,115000.0,115,0,0,16,524123,1485408.0,131,Mega
ตี๋อ้วนชวนหิว,Food,101276,0,2677,0,147135.0,0.0,8339.0,0.0,933,0,42,0,103953,155474.0,975,Macro
Japaikin จะไปกิน,Food,2670,5671,0,0,76771.0,102837.0,0.0,0.0,10,50,0,0,8341,179608.0,60,Macro
ชีวิตติดรีวิว,Food,7767456,0,203485,16907,3811846.0,0.0,532032.0,371000.0,3332,0,170,259,7987848,4714878.0,3761,Mega
Cafe Story : รีวิวคาเฟ่ ทุกวัน,Food,1369644,47683,219623,0,1736497.0,1392132.0,145187.0,0.0,6127,174,186,0,1636950,3273816.0,6487,Mega
ล้างตู้เย็น,Food,376425,0,0,0,1305955.0,0.0,0.0,0.0,187,0,0,0,376425,1305955.0,187,Mega
EAT Matters : by หมอตั้ม,Food,25686,0,0,0,103022.0,0.0,0.0,0.0,83,0,0,0,25686,103022.0,83,Macro
FOOD BLOG BKK,Food,214020,0,550429,0,546259.0,0.0,115556.0,0.0,954,0,192,0,764449,661815.0,1146,Macro
น้าอ้วนชวนหิว by Wongnai,Food,522875,2650,10782,0,545025.0,34467.0,140710.0,0.0,2492,34,48,0,536307,720202.0,2574,Macro
KP ตะลอนแหลก,Food,3697679,609,727926,429,1285041.0,2348.0,50801.0,11000.0,3317,20,248,17,4426643,1349190.0,3602,Mega
KRUA.CO by sangdad,Food,168226,0,8867,12266,450741.0,0.0,19766.0,437000.0,1059,0,59,46,189359,907507.0,1164,Macro
mine สะใภ้ตุรกี,Food,0,0,0,36389,0.0,0.0,0.0,96300.0,0,0,0,38,36389,96300.0,38,Micro
กับข้าวกับปลาโอ Plaocooking,Food,24305600,0,408,141825,7048969.0,0.0,7708.0,1970000.0,321,0,1,50,24447833,9026677.0,372,Mega
Lullafoods,Food,29421,0,36,0,65866.0,0.0,2351.0,0.0,294,0,3,0,29457,68217.0,297,Micro
Eat Here,Food,788150,0,879122,0,654958.0,0.0,286989.0,0.0,4652,0,357,0,1667272,941947.0,5009,Macro
Eat Lek Lek,Food,4835,0,379834,0,19407.0,0.0,178615.0,0.0,171,0,139,0,384669,198022.0,310,Macro
พาทำ พาทาน,Food,3065438,0,0,696,2701531.0,0.0,0.0,7290.0,539,0,0,8,3066134,2708821.0,547,Mega
ST Cooking,Food,74225,0,0,0,1639879.0,0.0,0.0,0.0,935,0,0,0,74225,1639879.0,935,Mega
MyQuest,Food,0,0,0,26148,0.0,0.0,0.0,236000.0,0,0,0,14,26148,236000.0,14,Macro
ตายายสอนหลาน,Food,223502,0,0,67,251797.0,0.0,0.0,3620.0,127,0,0,5,223569,255417.0,132,Macro
กินไปเหอะ,Food,2794163,0,8134,0,575600.0,0.0,11543.0,0.0,1748,0,22,0,2802297,587143.0,1770,Macro
KLANG KITCHEN,Food,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,Nano
Mawinfinferrr,Food,8498525,0,1477597,113218,940636.0,0.0,462460.0,353000.0,174,0,73,49,10089340,1756096.0,296,Mega
finfincooking,Food,0,0,331941,396,0.0,0.0,700412.0,11000.0,0,0,62,40,332337,711412.0,102,Macro
MENUZAPZAP,Food,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,End-user
Sek Food&DIY Sek Food&DIY,Food,0,0,0,1972,0.0,0.0,0.0,144000.0,0,0,0,36,1972,144000.0,36,Macro
aimmafiaz,Food,0,0,299139,0,0.0,0.0,474781.0,0.0,0,0,97,0,299139,474781.0,97,Macro
Chef Gai Thanunya,Food,164857,0,0,0,121548.0,0.0,0.0,0.0,76,0,0,0,164857,121548.0,76,Macro
เข้าครัวกัน Chanel,Food,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,Nano
Chef Nan - เชฟน่าน,Food,28894,0,0,0,147533.0,0.0,0.0,0.0,56,0,0,0,28894,147533.0,56,Macro
PPgallery,Food,0,0,181377,12,0.0,0.0,473356.0,5310.0,0,0,94,1,181389,478666.0,95,Macro
พรุ่งนี้ค่อยลด,Food,198033,0,830,0,135164.0,0.0,949.0,0.0,1561,0,30,0,198863,136113.0,1591,Macro
Poiluang Cooking,Food,1031,0,0,0,6461.0,0.0,0.0,0.0,113,0,0,0,1031,6461.0,113,Nano
Eatoutbkk,Food,1810,0,18361,0,110019.0,0.0,426074.0,0.0,221,0,33,0,20171,536093.0,254,Macro
ศุภชัย เสมอมิตร โหน่งโชว์,Food,1543546,0,0,144160,1981136.0,0.0,0.0,880000.0,165,0,0,206,1687706,2861136.0,371,Mega
VIPS Station,Food,119044,0,0,67637,140022.0,0.0,0.0,970000.0,79,0,0,35,186681,1110022.0,114,Mega
Latdawan Channel,Food,7,0,0,485,156.0,0.0,0.0,9360.0,9,0,0,21,492,9516.0,30,Nano
SAN CE,Food,0,0,0,384466,0.0,0.0,0.0,544000.0,0,0,0,40,384466,544000.0,40,Macro
Pam Studio,Food,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,End-user
Eat Like 852 - ตะลุยกิน เที่ยวฮ่องกง โดยคนไทยในฮ่องกง,Food,186845,0,5828,0,194296.0,0.0,26327.0,0.0,800,0,17,0,192673,220623.0,817,Macro
Ms Happy Diet - The Healthy Foodie,Food,740,0,15509,0,23556.0,0.0,49306.0,0.0,143,0,102,0,16249,72862.0,245,Micro
FoodTravelTVChannel,Food,0,0,0,2855,0.0,0.0,0.0,2410000.0,0,0,0,12,2855,2410000.0,12,Mega
Kinjubkinjib - กินจุ๊บกินจิ๊บ,Food,7533,20779,170640,0,17530.0,71658.0,121879.0,0.0,380,97,128,0,198952,211067.0,605,Macro
ถนัดชิม,Food,585098,0,72940,0,510292.0,0.0,74395.0,0.0,3544,0,90,0,658038,584687.0,3634,Macro
กินแก้มตุ่ย ตะลุยเที่ยว,Food,17813,0,280,2834,537108.0,0.0,96567.0,3740.0,705,0,19,22,20927,637415.0,746,Macro
กินข้าวกัน,Food,515554,0,9702,8,3026804.0,0.0,255882.0,11400.0,224,0,6,2,525264,3294086.0,232,Mega
Foodoclock Eat Around Theclock,Food,0,0,30275,0,0.0,0.0,484221.0,0.0,0,0,34,0,30275,484221.0,34,Macro
ตัวคนเดียวก็เที่ยวได้,Travel,34815,0,0,0,130002.0,0.0,0.0,0.0,56,0,0,0,34815,130002.0,56,Macro
HappyNancy,Travel,301755,0,225002,0,216741.0,0.0,63289.0,0.0,725,0,142,0,526757,280030.0,867,Macro
widsawaphatiew,Travel,0,0,152617,435,0.0,0.0,42562.0,1910.0,0,0,81,11,153052,44472.0,92,Micro
เที่ยวเอง,Travel,108350,0,7284,2,392115.0,0.0,15613.0,128.0,632,0,40,2,115636,407856.0,674,Macro
TripTH ทริปไทยแลนด์,Travel,7196790,0,99010,186,3563270.0,0.0,79177.0,4190.0,4033,0,157,140,7295986,3646637.0,4330,Mega
Bestie Wanderer - คู่ซี้ตะลอนโลก,Travel,200731,0,0,349,168733.0,0.0,0.0,18000.0,1471,0,0,10,201080,186733.0,1481,Macro
TELEPORT,Travel,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,Micro
เที่ยวเก่ง,Travel,11349,0,0,0,388944.0,0.0,0.0,0.0,20,0,0,0,11349,388944.0,20,Macro
เที่ยวทั่วไทย ไปไหนดี,Travel,382481,0,0,0,1147847.0,0.0,0.0,0.0,1210,0,0,0,382481,1147847.0,1210,Mega
